symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
TVIPF,TVI Pacific Inc,0.0175,FALSE,2010,,20-Jun,3-Sep,5,5,5,5,20-Jun,3-Sep,15.5998023,9-Apr,8-Jun,2,8,2,8,9-Apr,8-Jun,16.97462577,21-Sep,5-Nov,5,5,5,5,21-Sep,5-Nov,7.280555268,26-Sep,26-Oct,5,5,5,5,26-Sep,26-Oct,10.15980315,10-Mar,25-Mar,4,6,4,6,10-Mar,25-Mar,14.15079829
AZTEF,Tv Azteca SAB de CV,0.02,FALSE,2009,,5-Jul,18-Sep,5,5,6,6,5-Jul,18-Sep,1.31419404,16-Jun,15-Aug,4,7,4,7,16-Jun,15-Aug,7.72675107,2-Mar,16-Apr,5,6,5,6,2-Mar,16-Apr,-1.184027594,17-Mar,16-Apr,4,7,4,7,17-Mar,16-Apr,0.577747181,28-Oct,12-Nov,2,9,2,9,28-Oct,12-Nov,6.539869354
TPC,Tutor Perini Corp,13.80000019,FALSE,2009,,23-Jan,7-Apr,7,7,4,4,23-Jan,7-Apr,-3.488708377,2-Oct,1-Dec,7,4,7,4,8-Mar,7-May,-0.988389049,14-Mar,28-Apr,6,5,6,5,14-Mar,28-Apr,6.538526542,17-Mar,16-Apr,7,4,7,4,17-Mar,16-Apr,8.43831331,6-Feb,21-Feb,6,5,6,5,6-Feb,21-Feb,2.359836089
HEAR,Turtle Beach Corp,18.34000015,FALSE,2010,,13-May,27-Jul,6,6,4,4,13-May,27-Jul,15.16122037,4-Jun,3-Aug,6,4,6,4,4-Jun,3-Aug,17.3904701,4-Jun,19-Jul,5,5,5,5,4-Jun,19-Jul,15.58884636,31-May,30-Jun,6,4,6,4,31-May,30-Jun,13.11700814,3-Jun,18-Jun,5,5,5,5,3-Jun,18-Jun,9.802564658
TRQ,Turquoise Hill Resources Ltd,10.31000042,FALSE,2009,,21-Dec,6-Mar,6,6,5,5,21-Dec,6-Mar,6.53791071,19-Dec,17-Feb,4,7,4,7,19-Dec,17-Feb,1.753224346,15-Dec,29-Jan,4,7,4,7,15-Dec,29-Jan,2.08627637,19-Dec,18-Jan,4,7,4,7,19-Dec,18-Jan,5.638623471,29-Oct,13-Nov,6,5,6,5,29-Oct,13-Nov,4.88902425
TVOG,Turner Valley Oil & Gas Inc,0.01,FALSE,2009,,13-Dec,26-Feb,8,8,3,3,13-Dec,26-Feb,19.7356874,3-Jan,3-Mar,6,5,6,5,3-Jan,3-Mar,16.34388768,20-Jan,5-Mar,5,6,5,6,20-Jan,5-Mar,8.935155458,17-Dec,16-Jan,4,7,4,7,17-Dec,16-Jan,10.80539406,28-Jan,12-Feb,5,6,5,6,28-Jan,12-Feb,19.32260544
THBIY,Turkiye Halk Bankasi AS,1.330000043,FALSE,2010,,30-Sep,14-Dec,4,4,6,6,30-Sep,14-Dec,7.991405722,31-Mar,30-May,5,5,5,5,13-Oct,12-Dec,6.221198761,18-Apr,2-Jun,4,6,4,6,29-Sep,13-Nov,4.224767151,27-Apr,27-May,5,5,5,5,26-Dec,25-Jan,2.096120551,19-May,3-Jun,3,7,3,7,10-Oct,25-Oct,6.110686354
TKGBY,Turkiye Garanti Bankasi AS,1.200000048,FALSE,2009,,23-Aug,6-Nov,7,7,4,4,23-Aug,6-Nov,7.693456967,23-Aug,22-Oct,5,6,5,6,23-Aug,22-Oct,7.334797579,14-Dec,28-Jan,6,5,6,5,14-Dec,28-Jan,6.360732975,24-Sep,24-Oct,9,2,9,2,24-Sep,24-Oct,3.825840314,7-Oct,22-Oct,5,6,5,6,7-Oct,22-Oct,4.887253844
TKC,Turkcell Iletisim Hizmetleri AS,5.300000191,FALSE,2009,,2-Sep,16-Nov,5,5,6,6,20-Sep,4-Dec,3.797155287,25-Aug,24-Oct,5,6,5,6,25-Aug,24-Oct,4.663032349,13-Sep,28-Oct,5,6,5,6,17-Jun,1-Aug,5.20863581,20-Dec,19-Jan,7,4,7,4,20-Dec,19-Jan,4.071691007,10-Oct,25-Oct,7,4,7,4,10-Oct,25-Oct,2.845308371
TURA,Turbine Aviation Inc,0.014,FALSE,2009,,3-May,17-Jul,3,3,8,8,3-May,17-Jul,8.216576853,3-Mar,2-May,4,7,4,7,3-Mar,2-May,4.47206148,14-Mar,28-Apr,3,8,3,8,14-Mar,28-Apr,9.428390932,16-Mar,15-Apr,2,9,2,9,16-Mar,15-Apr,13.25792515,2-Jul,17-Jul,2,9,2,9,2-Jul,17-Jul,28.7112538
TUP,Tupperware Brands Corp,35.15000153,FALSE,2009,,17-Aug,31-Oct,6,6,5,5,1-Oct,15-Dec,8.459869978,1-Sep,31-Oct,5,6,5,6,1-Oct,30-Nov,9.016316251,16-Mar,30-Apr,5,6,5,6,16-Mar,30-Apr,10.48832916,22-Aug,21-Sep,6,5,6,5,26-Sep,26-Oct,6.698082899,3-Sep,18-Sep,3,8,3,8,2-Sep,17-Sep,5.887703157
TUWOY,Tullow Oil PLC,0.129999995,FALSE,2009,,12-Feb,27-Apr,4,4,7,7,1-Feb,16-Apr,0.326606737,21-Aug,20-Oct,3,8,3,8,21-Aug,20-Oct,3.231348122,13-Mar,27-Apr,3,8,3,8,30-Aug,14-Oct,7.999381064,28-Mar,27-Apr,3,8,3,8,15-Mar,14-Apr,10.76075554,21-Dec,5-Jan,5,6,5,6,21-Dec,5-Jan,3.418293825
TUWLF,Tullow Oil PLC,0.319999993,FALSE,2010,,30-Jul,13-Oct,4,4,6,6,30-Jul,13-Oct,-0.310058151,20-Aug,19-Oct,3,7,3,7,20-Aug,19-Oct,2.363547824,11-Mar,25-Apr,3,7,3,7,11-Mar,25-Apr,6.256008123,29-Mar,28-Apr,4,6,4,6,29-Mar,28-Apr,11.50793105,18-Dec,2-Jan,5,5,5,5,18-Dec,2-Jan,3.643899797
TUIFF,TUI AG,5.699999809,FALSE,2010,,5-Nov,19-Jan,6,6,4,4,5-Nov,19-Jan,8.921662711,7-Dec,5-Feb,6,4,6,4,7-Dec,5-Feb,8.978016131,7-Dec,21-Jan,8,2,8,2,7-Dec,21-Jan,9.278966411,25-Jan,24-Feb,4,6,4,6,31-Jul,30-Aug,2.911055435,8-Feb,23-Feb,2,8,2,8,25-Apr,10-May,3.650151841
TUESQ,Tuesday Morning Corp,1.039999962,FALSE,2009,,23-Jan,7-Apr,6,6,5,5,23-Jan,7-Apr,-5.96733655,17-Aug,16-Oct,5,6,5,6,17-Aug,16-Oct,10.65411927,16-Aug,30-Sep,3,8,3,8,16-Aug,30-Sep,13.78098303,30-Jan,29-Feb,4,7,4,7,30-Jan,29-Feb,10.82681248,16-Aug,31-Aug,3,8,3,8,16-Aug,31-Aug,3.344843446
TCX,Tucows Inc,72.19000244,FALSE,2009,,30-Sep,14-Dec,7,7,4,4,30-Sep,14-Dec,9.798063694,17-Sep,16-Nov,6,5,6,5,17-Sep,16-Nov,9.166205971,23-Aug,7-Oct,5,6,5,6,23-Aug,7-Oct,7.639873591,15-Nov,15-Dec,7,4,7,4,15-Nov,15-Dec,5.353932807,21-Feb,7-Mar,6,5,6,5,21-Feb,7-Mar,3.249408393
TTWSF,TTW PCL,0.36500001,FALSE,2010,,15-Jul,28-Sep,7,4,3,6,1-Mar,15-May,4.26625692,30-Jul,28-Sep,2,8,3,7,3-Mar,2-May,3.823984998,21-Jul,4-Sep,2,8,4,6,7-Mar,21-Apr,2.949754988,20-Aug,19-Sep,0,10,2,8,9-Oct,8-Nov,4.068837905,20-Aug,4-Sep,0,10,2,8,9-Oct,24-Oct,4.068837905
TTAPF,TTW PCL,0.370000005,FALSE,2010,,31-Jul,14-Oct,3,0,7,10,4-Aug,18-Oct,6.827937326,31-Jul,29-Sep,1,9,0,10,4-Aug,3-Oct,6.3325994,31-Jul,14-Sep,1,9,0,10,7-Aug,21-Sep,5.74720005,5-Aug,4-Sep,0,9,0,9,5-Aug,4-Sep,4.311793277,23-Aug,7-Sep,0,9,0,9,20-Aug,4-Sep,2.245677686
TTMI,TTM Technologies Inc,12.72000027,FALSE,2009,,10-Oct,24-Dec,7,7,4,4,10-Oct,24-Dec,6.65873592,24-May,23-Jul,6,5,6,5,24-May,23-Jul,5.188381968,23-May,7-Jul,5,6,5,6,23-May,7-Jul,3.424139817,15-Jun,15-Jul,5,6,5,6,15-Jun,15-Jul,1.465090549,31-Oct,15-Nov,6,5,6,5,31-Oct,15-Nov,5.42854155
TTEC,TTEC Holdings Inc,65.12000275,FALSE,2009,,14-May,28-Jul,4,4,7,7,14-May,28-Jul,11.33739537,13-May,12-Jul,9,2,9,2,13-May,12-Jul,10.13261112,13-May,27-Jun,5,6,5,6,13-May,27-Jun,9.140301117,21-May,20-Jun,6,5,6,5,21-May,20-Jun,7.241011752,4-Jun,19-Jun,5,6,5,6,4-Jun,19-Jun,4.128384442
TSSI,TSS Inc,0.540000021,FALSE,2009,,30-Dec,15-Mar,8,8,3,3,30-Dec,15-Mar,14.32188412,17-Jan,17-Mar,7,4,7,4,17-Jan,17-Mar,1.801967523,4-Apr,19-May,5,6,5,6,4-Apr,19-May,11.91901463,14-Apr,14-May,4,7,4,7,14-Apr,14-May,10.30890495,9-Apr,24-Apr,5,6,5,6,9-Apr,24-Apr,9.318909888
TSRI,TSR Inc,6.800000191,FALSE,2009,,1-Aug,15-Oct,7,7,4,4,1-Aug,15-Oct,1.504449165,13-Nov,12-Jan,7,4,7,4,4-Oct,3-Dec,6.117872156,22-Dec,5-Feb,7,4,7,4,13-Oct,27-Nov,5.40322054,7-Mar,6-Apr,7,4,7,4,7-Mar,6-Apr,4.187152259,10-Feb,25-Feb,8,3,8,3,10-Feb,25-Feb,2.25785207
TSDRF,Tsodilo Resources Ltd,0.140000001,FALSE,2010,,29-Nov,12-Feb,3,3,7,7,29-Nov,12-Feb,13.15716492,29-Nov,28-Jan,4,6,4,6,29-Nov,28-Jan,13.72996576,24-Dec,7-Feb,5,5,5,5,24-Dec,7-Feb,11.46623154,22-Dec,21-Jan,4,6,4,6,22-Dec,21-Jan,8.499624447,25-May,9-Jun,6,4,6,4,25-May,9-Jun,3.124031232
TSGTY,Tsingtao Brewery Co Ltd,46.84999847,FALSE,2010,,31-Jan,15-Apr,4,4,6,6,31-Jan,15-Apr,7.501831804,26-Feb,26-Apr,4,6,4,6,26-Feb,26-Apr,7.63190755,8-Feb,24-Mar,3,7,3,7,8-Feb,24-Mar,1.483086651,27-Mar,26-Apr,3,7,3,7,27-Mar,26-Apr,6.092003099,6-Feb,21-Feb,3,7,3,7,6-Feb,21-Feb,3.531978582
TSGTF,Tsingtao Brewery Co Ltd,9.369999886,FALSE,2009,,5-Feb,20-Apr,5,5,6,6,5-Feb,20-Apr,10.11218354,9-Mar,8-May,4,7,4,7,9-Mar,8-May,8.903143083,29-Apr,13-Jun,4,7,4,7,13-Mar,27-Apr,8.118121914,25-Mar,24-Apr,5,6,5,6,25-Mar,24-Apr,7.735557766,29-Mar,13-Apr,4,7,4,7,29-Mar,13-Apr,4.837785167
^TWII,TSEC Weighted Index,13716.23047,FALSE,2009,,13-Nov,27-Jan,8,8,3,3,13-Nov,27-Jan,3.597992813,25-Nov,24-Jan,6,5,6,5,25-Nov,24-Jan,2.673609625,16-Jun,31-Jul,5,6,5,6,16-Jun,31-Jul,2.790959726,22-Aug,21-Sep,7,4,7,4,22-Aug,21-Sep,3.482786813,27-Jun,12-Jul,7,4,7,4,27-Jun,12-Jul,1.574601805
TNP,Tsakos Energy Navigation Ltd,7.949999809,FALSE,2009,,8-Mar,22-May,7,7,4,4,8-Mar,22-May,5.127884881,25-Feb,25-Apr,5,6,5,6,25-Feb,25-Apr,7.011918211,2-Mar,16-Apr,7,4,6,5,2-Mar,16-Apr,8.861824428,2-Mar,1-Apr,6,5,6,5,2-Mar,1-Apr,8.293911359,1-Sep,16-Sep,8,3,8,3,5-Mar,20-Mar,5.461139963
TRUX,Truxton Corp,46,FALSE,2009,,1-Apr,15-Jun,9,9,2,2,23-Dec,8-Mar,6.459793225,10-Jan,10-Mar,10,1,10,1,29-Dec,27-Feb,5.800152239,9-Jan,23-Feb,9,2,9,2,9-Jan,23-Feb,4.756652202,30-Jan,29-Feb,6,5,6,5,30-Jan,29-Feb,4.568679758,28-Jan,12-Feb,6,5,6,5,28-Jan,12-Feb,3.420676638
TKLS,Trutankless Inc,0.159999996,FALSE,2010,,3-Aug,17-Oct,3,3,7,7,3-Aug,17-Oct,15.47048646,21-Aug,20-Oct,3,7,3,7,21-Aug,20-Oct,12.5159585,8-Sep,23-Oct,4,6,4,6,8-Sep,23-Oct,12.87706597,22-Aug,21-Sep,2,8,2,8,22-Aug,21-Sep,18.48243403,28-Jun,13-Jul,3,7,3,7,28-Jun,13-Jul,18.03400182
TRMK,Trustmark Corp,25.84000015,FALSE,2009,,26-Sep,10-Dec,6,6,5,5,26-Sep,10-Dec,5.718901524,2-Oct,1-Dec,4,7,4,7,1-Oct,30-Nov,5.976767183,21-Oct,5-Dec,2,9,2,9,13-Nov,28-Dec,3.552864526,1-Oct,31-Oct,4,7,4,7,1-Oct,31-Oct,4.360858309,17-Apr,2-May,6,5,6,5,17-Apr,2-May,3.212699818
TRST,Trustco Bank Corp N Y,6.21999979,FALSE,2009,,15-Oct,29-Dec,2,2,9,9,6-Sep,20-Nov,6.024865573,3-Oct,2-Dec,2,9,2,9,1-Oct,30-Nov,6.808096893,20-Oct,4-Dec,2,9,2,9,20-Oct,4-Dec,5.224232141,21-Oct,20-Nov,1,10,1,10,21-Oct,20-Nov,4.239932002,31-Oct,15-Nov,3,8,3,8,31-Oct,15-Nov,3.004832676
TRUHY,Truly International Holdings Ltd,1.809999943,FALSE,2009,,3-Feb,18-Apr,5,5,6,6,3-Feb,18-Apr,12.96383062,3-Feb,3-Apr,4,7,4,7,3-Feb,3-Apr,11.71733532,4-Mar,18-Apr,3,8,3,8,4-Mar,18-Apr,6.831165628,17-Nov,17-Dec,4,7,3,8,12-Mar,11-Apr,5.499869653,15-May,30-May,2,9,2,9,17-Mar,1-Apr,2.857045612
TRUL,Trulite Inc,0.451999992,FALSE,2009,,15-Nov,29-Jan,1,1,8,8,15-Nov,29-Jan,16.2869173,30-Nov,29-Jan,1,8,1,8,30-Nov,29-Jan,14.33441531,20-Nov,4-Jan,1,8,1,8,20-Nov,4-Jan,12.43578794,15-Nov,15-Dec,1,8,1,8,15-Nov,15-Dec,11.87203687,30-Nov,15-Dec,1,8,1,8,30-Nov,15-Dec,5.849925196
TFC,Truist Financial Corp,46.90000153,FALSE,2009,,21-Oct,4-Jan,9,9,2,2,21-Oct,4-Jan,6.772629849,21-Oct,20-Dec,8,3,8,3,21-Oct,20-Dec,5.762803781,21-Oct,5-Dec,7,4,6,5,26-Oct,10-Dec,4.422964545,13-Oct,12-Nov,8,3,8,3,22-May,21-Jun,2.687892516,4-Feb,19-Feb,7,4,7,4,4-Sep,19-Sep,3.490073789
TBI,TrueBlue Inc,17.87000084,FALSE,2009,,28-Oct,11-Jan,7,7,4,4,28-Oct,11-Jan,8.442866115,24-Feb,24-Apr,7,4,7,4,24-Feb,24-Apr,6.401388951,25-Oct,9-Dec,5,6,5,6,25-Oct,9-Dec,5.769925449,27-Jun,27-Jul,6,5,6,5,27-Jun,27-Jul,7.472141012,15-Mar,30-Mar,5,6,5,6,15-Mar,30-Mar,3.731990011
TREP,Trucept Inc,0.039000001,FALSE,2009,,28-Dec,13-Mar,6,6,5,5,28-Dec,13-Mar,15.97962641,28-Dec,26-Feb,9,2,9,2,28-Dec,26-Feb,15.52201948,28-Dec,11-Feb,8,3,8,3,28-Dec,11-Feb,15.54160066,27-Dec,26-Jan,7,4,7,4,27-Dec,26-Jan,23.42932189,30-Sep,15-Oct,6,5,6,5,30-Sep,15-Oct,14.33792963
TRYRF,Troy Resources Ltd,0.079999998,FALSE,2009,,9-Jul,22-Sep,3,3,8,8,9-Jul,22-Sep,7.499049492,18-Jul,16-Sep,4,7,4,7,18-Jul,16-Sep,7.208532497,1-Aug,15-Sep,4,7,4,7,1-Aug,15-Sep,5.035547642,26-Jan,25-Feb,6,5,6,5,26-Jan,25-Feb,0.732688847,21-Jul,5-Aug,3,8,3,8,21-Jul,5-Aug,7.959371032
TROX,Tronox Holdings PLC,11.97999954,FALSE,2010,,2-Feb,17-Apr,7,7,3,3,2-Feb,17-Apr,11.21451813,2-Feb,2-Apr,6,4,6,4,2-Feb,2-Apr,8.519421103,22-Mar,6-May,5,5,5,5,22-Mar,6-May,5.537423942,27-Mar,26-Apr,5,5,5,5,27-Mar,26-Apr,7.338220312,9-Feb,24-Feb,6,4,6,4,9-Feb,24-Feb,8.577527007
CHXMF,Troilus Gold Corp,0.860000014,FALSE,2010,,18-Dec,3-Mar,6,6,4,4,18-Dec,3-Mar,20.59357684,27-Dec,25-Feb,8,2,8,2,27-Dec,25-Feb,21.8926251,27-Dec,10-Feb,6,4,6,4,27-Dec,10-Feb,13.59483564,15-Dec,14-Jan,4,6,4,6,15-Dec,14-Jan,6.680647462,28-Dec,12-Jan,5,5,5,5,28-Dec,12-Jan,9.341758407
TROG,Triumph Oil & Gas Corp,0.015,FALSE,2009,,29-Oct,12-Jan,1,1,9,9,29-Oct,12-Jan,-4.722149408,28-Oct,27-Dec,1,9,1,9,28-Oct,27-Dec,-3.830855802,30-Nov,14-Jan,1,9,1,9,30-Nov,14-Jan,20.42608907,15-Dec,14-Jan,1,9,1,9,15-Dec,14-Jan,15.55302352,11-Dec,26-Dec,1,9,1,9,11-Dec,26-Dec,21.94444444
TGI,Triumph Group Inc,11.47000027,FALSE,2009,,22-Mar,5-Jun,4,4,7,7,22-Mar,5-Jun,9.215487415,23-Sep,22-Nov,5,6,5,6,23-Sep,22-Nov,6.024144864,27-Sep,11-Nov,6,5,6,5,27-Sep,11-Nov,7.0892839,11-Oct,10-Nov,7,4,7,4,11-Oct,10-Nov,6.149663128,26-Oct,10-Nov,7,4,7,4,26-Oct,10-Nov,5.903019456
TIGCF,Triumph Gold Corp,0.159999996,FALSE,2009,,27-Jun,10-Sep,4,4,7,7,27-Jun,10-Sep,13.83039998,23-Dec,21-Feb,5,6,5,6,23-Dec,21-Feb,21.87965561,8-Jan,22-Feb,6,5,6,5,8-Jan,22-Feb,14.34827915,26-Jan,25-Feb,7,4,7,4,26-Jan,25-Feb,12.98837712,26-Aug,10-Sep,4,7,4,7,26-Aug,10-Sep,8.619340322
TRUA,Triumph Apparel Corp,0.02,FALSE,2009,,18-Apr,2-Jul,2,2,7,7,18-Apr,2-Jul,-43.36724347,11-May,10-Jul,2,7,2,7,11-May,10-Jul,23.48365156,28-May,12-Jul,2,7,2,7,28-May,12-Jul,26.93578761,11-Jun,11-Jul,1,8,1,8,11-Jun,11-Jul,19.01154543,18-Jun,3-Jul,0,9,0,9,18-Jun,3-Jul,23.2034632
TRTN,Triton International Ltd,43.63999939,FALSE,2009,,5-Oct,19-Dec,6,6,5,5,5-Oct,19-Dec,9.425431502,27-Oct,26-Dec,6,5,6,5,1-Oct,30-Nov,13.56598418,9-Mar,23-Apr,6,5,6,5,9-Mar,23-Apr,8.275800049,28-Mar,27-Apr,6,5,6,5,28-Mar,27-Apr,7.261382308,30-Oct,14-Nov,6,5,6,5,30-Oct,14-Nov,6.17246138
GTS,Triple-S Management Corp,22.36000061,FALSE,2009,,29-Oct,12-Jan,6,6,5,5,29-Oct,12-Jan,8.737307297,30-Oct,29-Dec,5,6,5,6,30-Oct,29-Dec,10.68549663,30-Oct,14-Dec,5,6,5,6,30-Oct,14-Dec,9.732599184,3-Nov,3-Dec,5,6,5,6,3-Nov,3-Dec,9.06326391,3-Nov,18-Nov,5,6,5,6,3-Nov,18-Nov,6.903683134
TCOM,Trip.com Group Ltd,33.68000031,FALSE,2009,,14-May,28-Jul,5,5,6,6,14-May,28-Jul,3.860633125,10-Feb,10-Apr,7,4,7,4,10-Feb,10-Apr,9.848820002,17-Feb,2-Apr,6,5,6,5,17-Feb,2-Apr,4.254732058,15-Mar,14-Apr,6,5,6,5,15-Mar,14-Apr,7.330500255,11-May,26-May,7,4,7,4,11-May,26-May,3.292414211
TRPS,Trip Technologies Inc,1800,FALSE,2009,,3-Jan,18-Mar,9,9,2,2,3-Jan,18-Mar,23.42515003,24-Dec,22-Feb,9,2,9,2,24-Dec,22-Feb,19.79700338,7-Jan,21-Feb,9,2,9,2,7-Jan,21-Feb,22.63497871,6-Feb,7-Mar,8,3,8,3,6-Feb,7-Mar,21.5889796,3-Jan,18-Jan,9,2,9,2,3-Jan,18-Jan,27.32332644
TRT,Trio-Tech International,3.809999943,FALSE,2009,,9-Jul,22-Sep,6,6,5,5,9-Jul,22-Sep,6.762237418,13-Aug,12-Oct,5,6,5,6,13-Aug,12-Oct,5.011135874,2-Sep,17-Oct,8,3,8,3,2-Sep,17-Oct,5.198761824,10-Jul,9-Aug,7,4,7,4,10-Jul,9-Aug,5.320097452,9-Jul,24-Jul,7,4,7,4,9-Jul,24-Jul,5.178046716
