,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
10,SNCR,Synchronoss Technologies Inc,2.99000001,FALSE,2009,,24-May,7-Aug,8,8,3,3,24-May,7-Aug,7.77579224,3-Jun,2-Aug,9,2,9,2,3-Jun,2-Aug,6.097977058,20-Jan,5-Mar,8,3,8,3,20-Jan,5-Mar,1.97976569,24-May,23-Jun,8,3,8,3,24-May,23-Jun,5.678331679,7-Feb,22-Feb,7,4,7,4,7-Feb,22-Feb,5.905217725
11,SYNA,Synaptics Inc,77.80000305,FALSE,2009,,9-Dec,22-Feb,7,7,4,4,9-Dec,22-Feb,11.4058132,6-Jan,6-Mar,9,2,9,2,6-Jan,6-Mar,9.771111478,6-Jan,20-Feb,8,3,8,3,6-Jan,20-Feb,10.74728928,23-Jan,22-Feb,7,4,7,4,23-Jan,22-Feb,7.676561485,8-Jan,23-Jan,7,4,7,4,8-Jan,23-Jan,3.643683819
12,SYNL,Synalloy Corp,6.550000191,FALSE,2009,,1-Mar,15-May,4,4,7,7,1-Mar,15-May,8.73913138,16-Mar,15-May,4,7,4,7,16-Mar,15-May,9.470905453,16-Mar,30-Apr,4,7,4,7,16-Mar,30-Apr,7.831738472,1-Apr,1-May,5,6,5,6,1-Apr,1-May,9.632625382,15-Apr,30-Apr,4,7,4,7,15-Apr,30-Apr,5.730726748
13,SYIEY,Symrise AG,31.10499954,FALSE,2010,,27-Feb,12-May,7,7,3,3,27-Feb,12-May,7.092350252,14-Mar,13-May,6,4,6,4,15-Mar,14-May,6.711809328,28-Mar,12-May,8,2,8,2,28-Mar,12-May,5.856210857,24-May,23-Jun,7,3,7,3,24-May,23-Jun,3.316461007,27-Apr,12-May,5,5,5,5,13-Jan,28-Jan,2.139659277
14,SYIEF,Symrise AG,122.5,FALSE,2009,,19-Mar,2-Jun,7,7,4,4,24-Mar,7-Jun,8.193054359,24-Mar,23-May,8,3,8,3,15-Mar,14-May,8.812522611,2-May,16-Jun,6,5,6,5,31-Mar,15-May,6.017089672,6-May,5-Jun,7,4,7,4,6-May,5-Jun,4.082530101,4-May,19-May,4,7,4,7,4-May,19-May,3.356201323
15,SYKE,Sykes Enterprises Inc,37.61000061,FALSE,2009,,20-Sep,4-Dec,2,2,9,9,20-Sep,4-Dec,11.8244202,5-Oct,4-Dec,2,9,2,9,5-Oct,4-Dec,11.21316992,23-Sep,7-Nov,5,6,5,6,23-Sep,7-Nov,9.431493107,1-Nov,1-Dec,4,7,4,7,1-Nov,1-Dec,5.790529696,27-Oct,11-Nov,3,8,3,8,27-Oct,11-Nov,6.659309382
16,SWKH,SWK Holdings Corp,14.73999977,FALSE,2009,,18-Mar,1-Jun,4,4,7,7,18-Mar,1-Jun,6.029424115,6-Apr,5-Jun,7,4,7,4,6-Apr,5-Jun,4.4502726,5-May,19-Jun,5,6,5,6,5-May,19-Jun,4.058658761,15-May,14-Jun,7,4,7,4,15-May,14-Jun,3.943878639,26-Mar,10-Apr,6,5,6,5,26-Mar,10-Apr,2.805678976
17,SWZCF,Swisscom AG,531,FALSE,2010,,13-Nov,27-Jan,8,8,2,2,13-Nov,27-Jan,3.373874967,21-Jan,21-Mar,9,1,9,1,21-Jan,21-Mar,4.857960067,20-Jan,5-Mar,8,2,8,2,20-Jan,5-Mar,4.597485532,20-Jan,19-Feb,6,4,6,4,20-Jan,19-Feb,3.578475195,23-Mar,7-Apr,4,6,4,6,23-Mar,7-Apr,1.388653296
18,SCMWY,Swisscom AG,52.36999893,FALSE,2009,,31-May,14-Aug,8,8,3,3,31-May,14-Aug,4.745825381,15-Jun,14-Aug,7,4,7,4,15-Jun,14-Aug,4.472942544,13-Mar,27-Apr,8,3,8,3,1-Jun,16-Jul,2.815917911,10-Jul,9-Aug,7,4,7,4,10-Jul,9-Aug,2.293461616,9-Apr,24-Apr,6,5,6,5,12-Mar,27-Mar,1.704813017
19,SZLMY,Swiss Life Holding AG,22.04999924,FALSE,2010,,30-Mar,13-Jun,6,6,4,4,28-Oct,11-Jan,6.007649912,24-Mar,23-May,5,5,5,5,5-Nov,4-Jan,4.861500681,21-Mar,5-May,5,5,5,5,28-Oct,12-Dec,4.009640124,2-Apr,2-May,3,7,3,7,16-Oct,15-Nov,3.461335573,20-Apr,5-May,3,7,3,7,30-Mar,14-Apr,1.506908786
20,SWZ,Swiss Helvetia Fund Inc,8.470000267,FALSE,2009,,23-May,6-Aug,7,7,4,4,29-Mar,12-Jun,2.223528799,23-May,22-Jul,8,3,8,3,24-Mar,23-May,2.673873707,11-Jun,26-Jul,8,3,8,3,9-Jul,23-Aug,1.674323492,16-Jun,16-Jul,7,4,7,4,7-Aug,6-Sep,1.600271856,8-Feb,23-Feb,8,3,8,3,8-Feb,23-Feb,0.867779042
21,SWRBY,Swire Pacific Ltd,4.829999924,FALSE,2009,,1-Apr,15-Jun,7,6,4,5,8-Feb,23-Apr,1.554724181,17-Mar,16-May,7,4,6,5,18-May,17-Jul,3.441918262,21-Mar,5-May,7,4,6,5,19-Mar,3-May,4.56218835,27-Mar,26-Apr,6,5,6,5,23-Mar,22-Apr,4.844175903,4-Apr,19-Apr,7,4,7,4,3-Jan,18-Jan,2.60811406
22,SWRBF,Swire Pacific Ltd,0.902999997,FALSE,2009,,5-Apr,19-Jun,1,1,10,10,18-May,1-Aug,2.172188143,20-Mar,19-May,2,9,2,9,11-Feb,11-Apr,-1.024856788,1-Apr,16-May,2,9,2,9,26-Feb,11-Apr,-1.024856788,25-Aug,24-Sep,1,10,1,10,12-Dec,11-Jan,2.028606801,2-Sep,17-Sep,1,10,1,10,27-Dec,11-Jan,2.863799211
23,SWRAY,Swire Pacific Ltd,6.03000021,FALSE,2009,,21-Mar,4-Jun,6,5,5,6,23-Jan,7-Apr,1.085865308,3-Mar,2-May,6,5,5,6,10-Feb,10-Apr,2.412120775,23-Mar,7-May,7,4,6,5,22-Feb,7-Apr,2.558622811,19-Mar,18-Apr,5,6,5,6,9-Mar,8-Apr,2.456243747,22-Mar,6-Apr,8,3,8,3,22-Mar,6-Apr,3.494304626
24,SWRAF,Swire Pacific Ltd,5.949999809,FALSE,2010,,5-Apr,19-Jun,4,4,6,6,11-Feb,26-Apr,1.351529365,15-Feb,15-Apr,4,6,4,6,26-Feb,26-Apr,1.346651348,12-Aug,26-Sep,3,7,3,7,9-Feb,25-Mar,1.38267525,5-Apr,5-May,3,7,3,7,11-Feb,12-Mar,2.174987794,4-Apr,19-Apr,3,7,3,7,11-Feb,26-Feb,0.848510131
25,SWMAY,Swedish Match AB,41.00999832,FALSE,2009,,18-Feb,3-May,7,7,4,4,14-Mar,28-May,4.802415208,28-Feb,28-Apr,6,5,6,5,15-Mar,14-May,4.969179041,18-Mar,2-May,6,5,6,5,14-Mar,28-Apr,5.101390559,3-Apr,3-May,7,4,7,4,1-Apr,1-May,4.159798524,11-Jul,26-Jul,6,5,6,5,11-Jul,26-Jul,3.144527999
26,SWMAF,Swedish Match AB,81.19999695,FALSE,2010,,20-Feb,5-May,6,6,4,4,11-Feb,26-Apr,6.255987844,13-Mar,12-May,6,4,6,4,10-Jan,10-Mar,5.998188168,25-Mar,9-May,6,4,6,4,19-Mar,3-May,5.492648548,5-Apr,5-May,6,4,6,4,17-Dec,16-Jan,3.629259887,27-Jun,12-Jul,6,4,6,4,27-Jun,12-Jul,2.587775149
27,SWDBY,Swedbank AB,18.01320076,FALSE,2009,,26-Aug,9-Nov,8,8,3,3,2-Nov,16-Jan,3.666706725,16-Nov,15-Jan,6,5,6,5,16-Nov,15-Jan,3.680508034,6-Aug,20-Sep,6,5,6,5,6-Aug,20-Sep,4.934076287,27-Jun,27-Jul,7,4,7,4,27-Jun,27-Jul,8.421792609,13-Apr,28-Apr,6,5,6,5,13-Apr,28-Apr,3.722296984
28,SWDBF,Swedbank AB,18.14999962,FALSE,2009,,9-Jul,22-Sep,5,5,6,6,7-Jul,20-Sep,11.81680693,18-Feb,18-Apr,7,4,7,4,6-Jul,4-Sep,9.555397049,6-Aug,20-Sep,5,6,5,6,6-Aug,20-Sep,9.274225085,21-Mar,20-Apr,5,6,5,6,6-Aug,5-Sep,6.502678489,16-Apr,1-May,4,7,4,7,16-Apr,1-May,0.959707541
29,SVNLY,Svenska Handelsbanken,4.90500021,FALSE,2010,,8-Dec,21-Feb,8,8,2,2,8-Dec,21-Feb,7.526280524,21-Dec,19-Feb,6,4,6,4,21-Dec,19-Feb,6.0117239,7-Jan,21-Feb,6,4,6,4,7-Jan,21-Feb,5.144369557,29-Jun,29-Jul,4,6,4,6,29-Jun,29-Jul,3.44288922,18-Apr,3-May,4,6,4,6,18-Apr,3-May,4.58641099
30,SVCBY,Svenska Cellulosa AB,15.73999977,FALSE,2010,,13-Dec,26-Feb,7,7,3,3,13-Dec,26-Feb,8.499435748,12-Dec,10-Feb,7,3,7,3,12-Dec,10-Feb,7.365542653,8-Jan,22-Feb,7,3,7,3,8-Jan,22-Feb,6.28424851,9-Oct,8-Nov,8,2,8,2,9-Oct,8-Nov,6.665197985,9-Oct,24-Oct,5,5,5,5,9-Oct,24-Oct,3.599426003
31,SIVB,SVB Financial Group,351.8500061,FALSE,2009,,22-Aug,5-Nov,9,9,2,2,22-Aug,5-Nov,6.567288251,23-Dec,21-Feb,9,2,9,2,23-Dec,21-Feb,6.395628645,2-Oct,16-Nov,9,2,9,2,2-Oct,16-Nov,8.558594168,1-Apr,1-May,8,3,8,3,1-Apr,1-May,5.614015694,14-Dec,29-Dec,8,3,8,3,14-Dec,29-Dec,4.16979495
32,SZKMF,Suzuki Motor Corp,50.72999954,FALSE,2009,,22-Jul,5-Oct,4,4,7,7,20-Oct,3-Jan,4.919604158,18-Mar,17-May,6,5,6,5,20-Mar,19-May,6.465236455,22-Mar,6-May,6,5,6,5,21-Jun,5-Aug,4.632568967,13-Sep,13-Oct,6,5,6,5,15-Apr,15-May,5.583731774,17-Sep,2-Oct,3,8,3,8,22-Jul,6-Aug,4.965632809
33,SUZ,Suzano SA,9.409999847,FALSE,2009,,2-Mar,16-May,5,5,6,6,3-Jul,16-Sep,7.702275953,15-Mar,14-May,6,5,6,5,18-Jul,16-Sep,7.588568914,2-Aug,16-Sep,3,8,3,8,2-Aug,16-Sep,7.764391649,12-Aug,11-Sep,7,4,7,4,12-Aug,11-Sep,6.562096067,17-Dec,1-Jan,6,5,6,5,17-Dec,1-Jan,5.739357034
34,SQCF,Susquehanna Community Financial Inc,17.64999962,FALSE,2009,,5-May,19-Jul,6,6,5,5,9-May,23-Jul,2.228390436,23-Sep,22-Nov,5,6,5,6,23-Sep,22-Nov,3.583985257,10-Jun,25-Jul,7,4,7,4,6-Jan,20-Feb,6.872010539,25-Jun,25-Jul,4,7,4,7,20-Jan,19-Feb,5.999923819,25-Sep,10-Oct,0,11,0,11,1-Feb,16-Feb,4.659052656
35,SDSS,Suspect Detection Systems Inc,0.0052,FALSE,2009,,16-Jan,31-Mar,4,4,7,7,16-Jan,31-Mar,2.99679684,26-Dec,24-Feb,5,6,5,6,26-Dec,24-Feb,12.33481924,17-Jan,2-Mar,8,3,8,3,17-Jan,2-Mar,13.48555081,25-Jan,24-Feb,5,6,5,6,25-Jan,24-Feb,23.46309997,4-Feb,19-Feb,5,6,5,6,4-Feb,19-Feb,17.49041567
36,SRYB,Surrey Bancorp,11.5,FALSE,2009,,1-Dec,14-Feb,4,4,7,7,28-Feb,13-May,1.588314625,29-Nov,28-Jan,3,8,3,8,29-Nov,28-Jan,4.674044402,21-Nov,5-Jan,5,6,5,6,21-Nov,5-Jan,4.970264446,23-Mar,22-Apr,5,6,5,6,23-Mar,22-Apr,5.300335758,13-Dec,28-Dec,5,6,5,6,28-Oct,12-Nov,4.000784505
37,SRDX,Surmodics Inc,36.70999908,FALSE,2009,,26-Jun,9-Sep,6,6,5,5,26-Jun,9-Sep,4.541144839,12-Jun,11-Aug,6,5,6,5,12-Jun,11-Aug,4.280150432,24-Jun,8-Aug,5,6,5,6,24-Jun,8-Aug,4.920985974,7-Feb,8-Mar,6,5,6,5,7-Feb,8-Mar,2.136505865,24-Jun,9-Jul,4,7,4,7,24-Jun,9-Jul,2.867456874
38,SGTZY,Surgutneftegas PJSC,4.75,FALSE,2009,,25-Aug,8-Nov,6,6,5,5,25-Aug,8-Nov,7.47789837,20-Aug,19-Oct,7,4,7,4,21-Aug,20-Oct,6.415704878,21-Aug,5-Oct,6,5,6,5,20-Aug,4-Oct,4.503629349,25-Aug,24-Sep,8,3,8,3,25-Aug,24-Sep,4.999874648,3-Sep,18-Sep,8,3,8,3,4-Sep,19-Sep,4.546977445
39,SGTPY,Surgutneftegas PJSC,5.03000021,FALSE,2009,,6-Aug,20-Oct,8,8,3,3,6-Aug,20-Oct,8.326241218,31-May,30-Jul,8,3,8,3,7-Jan,7-Mar,6.081763126,6-Aug,20-Sep,7,4,7,4,6-Aug,20-Sep,6.405595529,8-Mar,7-Apr,7,4,7,4,8-Mar,7-Apr,5.33046735,5-Sep,20-Sep,5,6,5,6,5-Sep,20-Sep,3.265847824
40,ZPTAF,Surge Energy Inc,0.209000006,FALSE,2010,,14-Mar,28-May,4,3,6,7,14-Mar,28-May,4.447752699,28-Mar,27-May,3,7,2,8,28-Mar,27-May,7.891906925,3-Jun,18-Jul,2,8,2,8,1-Mar,15-Apr,-16.99799796,30-Mar,29-Apr,2,8,2,8,30-Mar,29-Apr,7.391699613,31-Mar,15-Apr,2,8,2,8,31-Mar,15-Apr,8.07592211
41,SPRS,Surge Components Inc,1.659999967,FALSE,2010,,16-Dec,1-Mar,6,6,4,4,16-Dec,1-Mar,9.553049437,25-Sep,24-Nov,8,2,8,2,25-Sep,24-Nov,13.92867471,7-Jan,21-Feb,6,4,6,4,7-Jan,21-Feb,10.61462138,30-Jan,29-Feb,4,6,4,6,30-Jan,29-Feb,6.359085375,1-Apr,16-Apr,5,5,5,5,1-Apr,16-Apr,10.37031104
42,SRGA,Surgalign Holdings Inc,2.089999914,FALSE,2009,,24-Feb,9-May,8,8,3,3,24-Feb,9-May,3.328614295,31-Jan,31-Mar,5,6,5,6,31-Jan,31-Mar,3.098310678,24-Feb,9-Apr,4,7,4,7,24-Feb,9-Apr,-3.17109082,23-Jan,22-Feb,5,6,5,6,23-Jan,22-Feb,6.141709652,7-Feb,22-Feb,5,6,5,6,7-Feb,22-Feb,5.354452258
43,SUMXF,Supremex Inc,1.00999999,FALSE,2009,,23-Mar,6-Jun,7,6,4,5,15-Mar,29-May,9.972277578,15-Mar,14-May,7,4,6,5,15-Mar,14-May,9.346580804,15-Mar,29-Apr,6,5,6,5,15-Mar,29-Apr,6.510723458,23-Mar,22-Apr,5,6,5,6,23-Mar,22-Apr,6.141810285,25-Mar,9-Apr,4,7,4,7,13-Sep,28-Sep,4.904090536
44,SPRT,Support.com Inc,1.950000048,FALSE,2009,,14-May,28-Jul,3,3,8,8,14-May,28-Jul,2.075858557,1-Mar,30-Apr,4,7,4,7,1-Mar,30-Apr,7.323237785,15-May,29-Jun,5,6,5,6,15-May,29-Jun,0.764638065,24-May,23-Jun,4,7,4,7,24-May,23-Jun,0.239502147,13-Apr,28-Apr,5,6,5,6,13-Apr,28-Apr,5.76101892
45,SUUIF,Superior Plus Corp,8.680000305,FALSE,2009,,18-Feb,3-May,7,6,4,5,3-Mar,17-May,5.236993858,7-Mar,6-May,7,4,6,5,3-Mar,2-May,5.184482684,14-Mar,28-Apr,6,5,5,6,12-Jun,27-Jul,3.342983247,30-Mar,29-Apr,6,5,6,5,1-Apr,1-May,6.594647883,4-Apr,19-Apr,5,6,5,6,4-Apr,19-Apr,4.031942646
46,SUP,Superior Industries International Inc,4.369999886,FALSE,2009,,9-Nov,23-Jan,5,5,6,6,4-Nov,18-Jan,3.452528638,9-Nov,8-Jan,5,6,4,7,10-Nov,9-Jan,5.675508986,16-Nov,31-Dec,5,6,4,7,16-Nov,31-Dec,1.450497007,23-May,22-Jun,4,7,4,7,13-Nov,13-Dec,3.410589177,30-May,14-Jun,5,6,5,6,30-May,14-Jun,3.851784266
47,SGC,Superior Group Of Companies Inc,25.17000008,FALSE,2009,,3-Aug,17-Oct,7,6,4,5,13-Aug,27-Oct,5.456631032,6-Aug,5-Oct,7,4,7,4,21-Aug,20-Oct,6.443671291,25-Aug,9-Oct,4,7,4,7,25-Aug,9-Oct,5.598629623,30-Oct,29-Nov,2,9,2,9,30-Oct,29-Nov,4.420494194,24-Sep,9-Oct,5,6,5,6,24-Sep,9-Oct,3.841106614
48,SCON,Superconductor Technologies Inc,0.985050023,FALSE,2009,,22-Nov,5-Feb,8,8,3,3,22-Nov,5-Feb,3.288694581,14-Dec,12-Feb,6,5,6,5,14-Dec,12-Feb,9.17204227,16-Dec,30-Jan,7,4,7,4,16-Dec,30-Jan,8.240922328,15-Dec,14-Jan,7,4,7,4,15-Dec,14-Jan,8.311451676,12-Jul,27-Jul,8,3,8,3,12-Jul,27-Jul,-2.856623958
49,SPCB,SuperCom Ltd,0.806400001,FALSE,2009,,2-Mar,16-May,4,4,7,7,2-Mar,16-May,13.3134824,5-Mar,4-May,4,7,4,7,5-Mar,4-May,16.50717017,3-Mar,17-Apr,7,4,7,4,3-Mar,17-Apr,19.86156348,8-Mar,7-Apr,5,6,5,6,8-Mar,7-Apr,21.11131512,6-Apr,21-Apr,7,4,7,4,6-Apr,21-Apr,11.87656733
50,SBOX,Superbox Inc,0.029999999,FALSE,2009,,23-Jul,6-Oct,2,2,9,9,23-Jul,6-Oct,10.83715647,7-Aug,6-Oct,0,11,0,11,7-Aug,6-Oct,8.455662199,22-Sep,6-Nov,1,10,1,10,22-Sep,6-Nov,-169.278733,28-Feb,29-Mar,0,11,0,11,28-Feb,29-Mar,-22.08333262,18-Oct,2-Nov,0,11,0,11,18-Oct,2-Nov,-173.7953594
51,SMCI,Super Micro Computer Inc,29.85000038,FALSE,2009,,16-Nov,30-Jan,9,9,2,2,16-Nov,30-Jan,17.28697591,16-Nov,15-Jan,9,2,9,2,16-Nov,15-Jan,10.43226203,10-Nov,25-Dec,9,2,9,2,10-Nov,25-Dec,9.377457599,31-Dec,30-Jan,11,0,11,0,31-Dec,30-Jan,11.13936361,15-Jan,30-Jan,7,4,7,4,15-Jan,30-Jan,8.591207376
52,SCIXF,Suny Cellular Communication Ltd,0.200000003,FALSE,2009,,28-Aug,11-Nov,3,3,8,8,28-Aug,11-Nov,12.09799007,28-Aug,27-Oct,3,8,3,8,28-Aug,27-Oct,-12.60756957,25-Feb,10-Apr,1,10,1,10,25-Feb,10-Apr,16.50253695,3-Mar,2-Apr,2,9,2,9,3-Mar,2-Apr,14.43938233,28-Aug,12-Sep,3,8,3,8,28-Aug,12-Sep,12.16306796
53,SUNW,Sunworks Inc,4.480000019,FALSE,2010,,26-Aug,9-Nov,3,3,7,7,26-Aug,9-Nov,13.03609466,1-Sep,31-Oct,5,5,5,5,1-Sep,31-Oct,17.67529057,16-Apr,31-May,3,7,3,7,16-Apr,31-May,10.69182616,12-Apr,12-May,4,6,4,6,12-Apr,12-May,13.4267367,3-Sep,18-Sep,3,7,3,7,3-Sep,18-Sep,19.36894293
54,SUWN,Sunwin Stevia International Inc,0.090000004,FALSE,2009,,25-Mar,8-Jun,4,4,7,7,25-Mar,8-Jun,15.2221966,12-Apr,11-Jun,6,5,6,5,12-Apr,11-Jun,12.58612514,24-Apr,8-Jun,6,5,6,5,24-Apr,8-Jun,13.40257264,9-May,8-Jun,6,5,6,5,9-May,8-Jun,12.91040184,30-Jun,15-Jul,6,5,6,5,30-Jun,15-Jul,10.53225574
55,SURVF,Suntec Real Estate Investment Trust,1.049999952,FALSE,2010,,25-Nov,8-Feb,6,5,4,5,25-Nov,8-Feb,5.389943079,5-Dec,3-Feb,5,5,5,5,3-Dec,1-Feb,4.38087647,21-Mar,5-May,6,4,5,5,21-Mar,5-May,5.001970585,4-Jan,3-Feb,8,2,7,3,27-Jun,27-Jul,3.91767064,22-Oct,6-Nov,2,8,2,8,28-Jun,13-Jul,3.000985125
56,SHO,Sunstone Hotel Investors Inc,10.59500027,FALSE,2009,,26-Sep,10-Dec,6,6,5,5,26-Sep,10-Dec,9.400507157,4-Oct,3-Dec,8,3,8,3,4-Oct,3-Dec,8.247609995,19-Mar,3-May,5,6,5,6,1-Oct,15-Nov,7.033376062,10-Nov,10-Dec,5,6,5,6,10-Nov,10-Dec,3.488077849,24-Mar,8-Apr,5,6,5,6,4-Sep,19-Sep,4.06674503
57,SBFM,Sunshine Biopharma Inc,0.0129,FALSE,2009,,28-Mar,11-Jun,1,1,10,10,28-Mar,11-Jun,1.164214286,30-Mar,29-May,2,9,2,9,30-Mar,29-May,10.78690021,2-Jun,17-Jul,3,8,3,8,2-Jun,17-Jul,14.00542369,13-Jun,13-Jul,2,9,2,9,13-Jun,13-Jul,13.27917728,27-Mar,11-Apr,4,7,4,7,27-Mar,11-Apr,20.63424856
