,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule_r_75,adj_up_end_schedule_r_75,adj_ups_r_75,adj_downs_r_75,close_ups_r_75,close_downs_r_75,close_up_start_schedule_r_75,close_up_end_schedule_r_75,close_up_percent_avg_r_75,adj_up_start_schedule_r_60,adj_up_end_schedule_r_60,adj_ups_r_60,adj_downs_r_60,close_ups_r_60,close_downs_r_60,close_up_start_schedule_r_60,close_up_end_schedule_r_60,close_up_percent_avg_r_60,adj_up_start_schedule_r_45,adj_up_end_schedule_r_45,adj_ups_r_45,adj_downs_r_45,close_ups_r_45,close_downs_r_45,close_up_start_schedule_r_45,close_up_end_schedule_r_45,close_up_percent_avg_r_45,adj_up_start_schedule_r_30,adj_up_end_schedule_r_30,adj_ups_r_30,adj_downs_r_30,close_ups_r_30,close_downs_r_30,close_up_start_schedule_r_30,close_up_end_schedule_r_30,close_up_percent_avg_r_30,adj_up_start_schedule_r_15,adj_up_end_schedule_r_15,adj_ups_r_15,adj_downs_r_15,close_ups_r_15,close_downs_r_15,close_up_start_schedule_r_15,close_up_end_schedule_r_15,close_up_percent_avg_r_15
10,GURE,Gulf Resources Inc,4.769999981000001,False,2009.0,,1-Sep,15-Nov,7.0,7.0,4.0,4.0,1-Sep,15-Nov,11.12200098,4-Sep,3-Nov,6.0,5.0,6.0,5.0,4-Sep,3-Nov,5.3078432069999995,29-Sep,13-Nov,6.0,5.0,6.0,5.0,29-Sep,13-Nov,6.127535171,11-Oct,10-Nov,7.0,4.0,7.0,4.0,11-Oct,10-Nov,6.358261522,26-Feb,12-Mar,9.0,2.0,9.0,2.0,26-Feb,12-Mar,3.9603795010000002
11,GUKYF,Gulf Keystone Petroleum Ltd,1.1100000140000001,False,2009.0,,27-Jun,10-Sep,3.0,3.0,8.0,8.0,27-Jun,10-Sep,1.238648385,30-Jul,28-Sep,4.0,7.0,4.0,7.0,30-Jul,28-Sep,3.63533952,8-Aug,22-Sep,7.0,4.0,7.0,4.0,8-Aug,22-Sep,5.533125341,2-Aug,1-Sep,5.0,6.0,5.0,6.0,2-Aug,1-Sep,11.86187904,28-Mar,12-Apr,8.0,3.0,8.0,3.0,28-Mar,12-Apr,5.799228573
12,GFKSY,Gulf Keystone Petroleum Ltd,0.180000007,False,2010.0,,9-Jul,22-Sep,4.0,4.0,6.0,6.0,9-Jul,22-Sep,12.36018927,14-Jul,12-Sep,4.0,6.0,4.0,6.0,14-Jul,12-Sep,14.122119,30-Jul,13-Sep,5.0,5.0,5.0,5.0,30-Jul,13-Sep,8.699429232,18-Aug,17-Sep,5.0,5.0,5.0,5.0,18-Aug,17-Sep,10.32105691,1-Apr,16-Apr,5.0,5.0,5.0,5.0,1-Apr,16-Apr,12.05077285
13,GIFI,Gulf Island Fabrication Inc,3.00999999,False,2009.0,,25-Aug,8-Nov,2.0,2.0,9.0,9.0,25-Aug,8-Nov,5.649531377000001,21-Aug,20-Oct,4.0,7.0,4.0,7.0,21-Aug,20-Oct,8.313605845,4-Sep,19-Oct,3.0,8.0,3.0,8.0,4-Sep,19-Oct,8.616901459,12-Sep,12-Oct,2.0,9.0,2.0,9.0,12-Sep,12-Oct,3.455667607,4-Sep,19-Sep,6.0,5.0,6.0,5.0,4-Sep,19-Sep,4.627849816
14,GTHP,Guided Therapeutics Inc,0.25999999,False,2009.0,,7-Apr,21-Jun,3.0,3.0,8.0,8.0,7-Apr,21-Jun,-135.0090544,23-May,22-Jul,3.0,8.0,3.0,8.0,23-May,22-Jul,-13.87562418,7-Jun,22-Jul,5.0,6.0,5.0,6.0,7-Jun,22-Jul,-18.18408793,8-Jun,8-Jul,5.0,6.0,5.0,6.0,8-Jun,8-Jul,7.47011714,5-Jun,20-Jun,3.0,8.0,3.0,8.0,5-Jun,20-Jun,5.121914383
15,GBAB,Guggenheim Taxable Municipal Managed Duration Trus,25.14529991,False,2010.0,,5-Nov,19-Jan,7.0,7.0,3.0,3.0,16-Dec,1-Mar,3.205840345,8-Jul,6-Sep,9.0,1.0,8.0,2.0,20-Mar,19-May,3.733607374,20-Mar,4-May,9.0,1.0,9.0,1.0,22-Mar,6-May,3.2168434180000003,22-Mar,21-Apr,8.0,2.0,8.0,2.0,15-Dec,14-Jan,2.292104675,20-Mar,4-Apr,10.0,0.0,9.0,1.0,20-Mar,4-Apr,2.260231599
16,GOF,Guggenheim Strategic Opportunities Fund,18.45000076,False,2009.0,,19-Mar,2-Jun,8.0,6.0,3.0,5.0,22-Feb,7-May,3.074247539,18-Mar,17-May,9.0,2.0,7.0,4.0,18-Mar,17-May,5.885905361,18-Mar,2-May,8.0,3.0,7.0,4.0,18-Mar,2-May,5.7352908220000005,18-Mar,17-Apr,9.0,2.0,7.0,4.0,15-Mar,14-Apr,3.797370458,1-Apr,16-Apr,8.0,3.0,7.0,4.0,18-Apr,3-May,1.9225948080000002
17,GPM,Guggenheim Enhanced Equity Income Fund,6.269999981000001,False,2009.0,,6-Apr,20-Jun,7.0,6.0,4.0,5.0,29-Mar,12-Jun,4.724943107,13-Apr,12-Jun,6.0,5.0,6.0,5.0,11-Oct,10-Dec,3.496008425,26-Oct,10-Dec,6.0,5.0,6.0,5.0,26-Oct,10-Dec,2.925629805,6-Apr,6-May,6.0,5.0,6.0,5.0,6-Apr,6-May,2.513583498,10-Jul,25-Jul,8.0,3.0,8.0,3.0,10-Jul,25-Jul,1.704902727
18,GES,Guess? Inc,15.07499981,False,2009.0,,19-Oct,2-Jan,5.0,5.0,6.0,6.0,19-Oct,2-Jan,6.00076181,2-Oct,1-Dec,5.0,6.0,5.0,6.0,2-Oct,1-Dec,6.164654641,12-Jun,27-Jul,5.0,6.0,5.0,6.0,12-Jun,27-Jul,5.659047936,2-Apr,2-May,3.0,8.0,3.0,8.0,2-Jul,1-Aug,5.86368263,4-Feb,19-Feb,4.0,7.0,4.0,7.0,4-Feb,19-Feb,4.786126189
19,GCAAF,Guardian Capital Group Ltd,16.7112999,False,2009.0,,12-Jul,25-Sep,4.0,4.0,7.0,7.0,12-Jul,25-Sep,5.15424148,12-Jul,10-Sep,5.0,6.0,5.0,6.0,12-Jul,10-Sep,4.452855263,14-Jul,28-Aug,5.0,6.0,5.0,6.0,14-Jul,28-Aug,4.374538968,2-Jul,1-Aug,2.0,9.0,2.0,9.0,2-Jul,1-Aug,1.3897764559999999,16-Jul,31-Jul,1.0,10.0,1.0,10.0,16-Jul,31-Jul,2.416172407
20,GFCJ,Guaranty Financial Corp,0.01,False,2009.0,,21-Dec,6-Mar,8.0,8.0,3.0,3.0,21-Dec,6-Mar,26.85990641,13-Dec,11-Feb,7.0,4.0,7.0,4.0,13-Dec,11-Feb,21.67223651,4-Feb,20-Mar,7.0,4.0,7.0,4.0,4-Feb,20-Mar,25.69431346,11-Jan,10-Feb,6.0,5.0,6.0,5.0,11-Jan,10-Feb,17.55660212,5-Mar,20-Mar,3.0,8.0,3.0,8.0,5-Mar,20-Mar,19.16291655
21,GFED,Guaranty Federal Bancshares Inc,15.51010036,False,2009.0,,11-May,25-Jul,8.0,8.0,3.0,3.0,11-May,25-Jul,2.32393942,26-May,25-Jul,7.0,4.0,7.0,4.0,26-May,25-Jul,4.801982881,4-Jun,19-Jul,8.0,3.0,8.0,3.0,4-Jun,19-Jul,5.2502409000000005,28-Dec,27-Jan,6.0,5.0,6.0,5.0,28-Dec,27-Jan,6.562584104,8-Jan,23-Jan,5.0,6.0,5.0,6.0,8-Jan,23-Jan,3.5221985210000004
22,GZUHF,Guangzhou R&F Properties Co Ltd,1.2799999709999998,False,2009.0,,9-May,23-Jul,2.0,2.0,9.0,9.0,20-Mar,3-Jun,6.8884932039999995,22-May,21-Jul,3.0,8.0,3.0,8.0,20-Mar,19-May,6.723791555,31-May,15-Jul,3.0,8.0,3.0,8.0,4-Mar,18-Apr,8.377739183,10-May,9-Jun,3.0,8.0,3.0,8.0,20-Mar,19-Apr,8.66643441,3-Sep,18-Sep,2.0,9.0,2.0,9.0,3-Apr,18-Apr,5.406063108
23,GZPHF,Guangzhou Baiyunshan Pharmaceutical Holdings Co Lt,2.470000029,False,2010.0,,26-May,9-Aug,2.0,2.0,8.0,8.0,12-Nov,26-Jan,9.712463706,17-Jun,16-Aug,2.0,8.0,2.0,8.0,12-Nov,11-Jan,9.585140167999999,25-Jun,9-Aug,3.0,7.0,3.0,7.0,1-Dec,15-Jan,3.473967988,10-Jul,9-Aug,2.0,8.0,2.0,8.0,12-Nov,12-Dec,7.836557758,14-Nov,29-Nov,3.0,7.0,3.0,7.0,9-Oct,24-Oct,6.677767221
24,GNZUF,Guangzhou Automobile Group Co Ltd,1.070000052,False,2010.0,,8-Sep,22-Nov,5.0,5.0,5.0,5.0,8-Sep,22-Nov,10.10998929,13-Sep,12-Nov,4.0,6.0,4.0,6.0,13-Sep,12-Nov,11.11155509,26-Sep,10-Nov,3.0,7.0,3.0,7.0,28-Sep,12-Nov,9.139551247,7-Oct,6-Nov,4.0,6.0,4.0,6.0,7-Oct,6-Nov,7.383777021,30-Sep,15-Oct,5.0,5.0,5.0,5.0,8-Sep,23-Sep,5.690204549
25,GSH,Guangshen Railway Co Ltd,9.199999809,False,2009.0,,30-Aug,13-Nov,5.0,5.0,6.0,6.0,30-Aug,13-Nov,5.026688422,20-Nov,19-Jan,5.0,6.0,5.0,6.0,20-Nov,19-Jan,4.659647929,25-Sep,9-Nov,7.0,4.0,7.0,4.0,25-Sep,9-Nov,5.480799557999999,27-Sep,27-Oct,8.0,3.0,8.0,3.0,27-Sep,27-Oct,4.199095677,29-Sep,14-Oct,8.0,3.0,8.0,3.0,29-Sep,14-Oct,2.615630716
26,GTT,GTT Communications Inc,3.930000067,False,2009.0,,15-Dec,28-Feb,8.0,8.0,3.0,3.0,15-Dec,28-Feb,18.22431241,2-Jan,2-Mar,9.0,2.0,9.0,2.0,2-Jan,2-Mar,14.54819943,9-Aug,23-Sep,7.0,4.0,7.0,4.0,9-Aug,23-Sep,9.168218469,3-Feb,4-Mar,7.0,4.0,7.0,4.0,3-Feb,4-Mar,12.79715347,11-Feb,26-Feb,5.0,6.0,5.0,6.0,11-Feb,26-Feb,10.32090916
27,GSVI,GSV Inc,0.0087,False,2009.0,,21-May,4-Aug,5.0,5.0,6.0,6.0,21-May,4-Aug,-1.8092998,29-May,28-Jul,5.0,6.0,5.0,6.0,29-May,28-Jul,6.027098562999999,9-Feb,25-Mar,5.0,6.0,5.0,6.0,9-Feb,25-Mar,15.80769176,12-Jan,11-Feb,2.0,9.0,2.0,9.0,12-Jan,11-Feb,5.563868983,31-May,15-Jun,0.0,11.0,0.0,11.0,31-May,15-Jun,9.415576437
28,GSRX,GSRX Industries Inc,0.022000000000000002,False,2009.0,,6-Mar,20-May,5.0,5.0,6.0,6.0,6-Mar,20-May,16.3065343,9-Mar,8-May,4.0,7.0,4.0,7.0,9-Mar,8-May,17.31743134,8-Mar,22-Apr,4.0,7.0,4.0,7.0,8-Mar,22-Apr,17.24655807,6-Mar,5-Apr,4.0,7.0,4.0,7.0,6-Mar,5-Apr,17.08062105,16-Mar,31-Mar,3.0,8.0,3.0,8.0,16-Mar,31-Mar,16.74143474
29,GSIT,GSI Technology Inc,5.980000018999999,False,2009.0,,13-Nov,27-Jan,9.0,9.0,2.0,2.0,13-Nov,27-Jan,9.491158927,25-Nov,24-Jan,8.0,3.0,8.0,3.0,25-Nov,24-Jan,8.727194314,18-May,2-Jul,7.0,4.0,7.0,4.0,18-May,2-Jul,6.167012618999999,14-May,13-Jun,9.0,2.0,9.0,2.0,14-May,13-Jun,5.678128504,23-May,7-Jun,6.0,5.0,6.0,5.0,23-May,7-Jun,4.045380069
30,GVP,GSE Systems Inc,1.0,False,2009.0,,10-Nov,24-Jan,5.0,5.0,6.0,6.0,10-Nov,24-Jan,11.54883084,10-Nov,9-Jan,6.0,5.0,6.0,5.0,10-Nov,9-Jan,10.2654804,4-Dec,18-Jan,8.0,3.0,8.0,3.0,4-Dec,18-Jan,7.255713559,15-Mar,14-Apr,5.0,6.0,5.0,6.0,15-Mar,14-Apr,4.7964882069999994,15-Mar,30-Mar,6.0,5.0,6.0,5.0,15-Mar,30-Mar,4.701932864
31,GYPHQ,Gryphon Gold Corp,0.015,False,2009.0,,31-Mar,14-Jun,5.0,5.0,6.0,6.0,31-Mar,14-Jun,26.15902666,2-Apr,1-Jun,6.0,5.0,6.0,5.0,2-Apr,1-Jun,23.14942165,28-Jun,12-Aug,6.0,5.0,6.0,5.0,28-Jun,12-Aug,19.81950166,15-Jul,14-Aug,5.0,6.0,5.0,6.0,15-Jul,14-Aug,18.36310794,29-Jul,13-Aug,9.0,2.0,9.0,2.0,29-Jul,13-Aug,27.12754734
32,GTMAY,Grupo TMM SA,0.910000026,False,2009.0,,28-Jun,11-Sep,4.0,4.0,7.0,7.0,28-Jun,11-Sep,9.386627545,21-Jul,19-Sep,6.0,5.0,6.0,5.0,21-Jul,19-Sep,9.497473449,6-Aug,20-Sep,4.0,7.0,4.0,7.0,6-Aug,20-Sep,10.02923596,18-Dec,17-Jan,4.0,7.0,4.0,7.0,18-Dec,17-Jan,5.727776566,28-Jun,13-Jul,5.0,6.0,5.0,6.0,28-Jun,13-Jul,6.246177824
33,GRPFF,Grupo Televisa SAB,1.600000024,False,2009.0,,23-Oct,6-Jan,5.0,5.0,6.0,6.0,23-Oct,6-Jan,0.10770336900000001,18-Oct,17-Dec,3.0,8.0,3.0,8.0,18-Oct,17-Dec,0.692946598,1-Dec,15-Jan,2.0,9.0,2.0,9.0,1-Dec,15-Jan,1.976968645,14-Feb,15-Mar,2.0,9.0,2.0,9.0,14-Feb,15-Mar,2.151453735,18-Dec,2-Jan,3.0,8.0,3.0,8.0,18-Dec,2-Jan,1.177180547
34,TV,Grupo Televisa SAB,8.109999657000001,False,2009.0,,7-May,21-Jul,3.0,3.0,8.0,8.0,23-May,6-Aug,5.039885188,5-Jun,4-Aug,1.0,10.0,1.0,10.0,5-Jun,4-Aug,4.377538207,22-Jun,6-Aug,2.0,9.0,2.0,9.0,22-Jun,6-Aug,5.488209347000001,7-Mar,6-Apr,4.0,7.0,4.0,7.0,7-Mar,6-Apr,5.2500448330000005,4-Sep,19-Sep,3.0,8.0,3.0,8.0,4-Sep,19-Sep,3.1255620060000004
35,SIM,Grupo Simec SAB de CV,8.871700287000001,False,2009.0,,12-Nov,26-Jan,4.0,4.0,7.0,7.0,12-Nov,26-Jan,5.353599086,15-Mar,14-May,5.0,6.0,5.0,6.0,15-Mar,14-May,3.20544144,4-Sep,19-Oct,6.0,5.0,6.0,5.0,4-Sep,19-Oct,6.552838887999999,12-Sep,12-Oct,6.0,5.0,6.0,5.0,12-Sep,12-Oct,4.119698364,3-Sep,18-Sep,4.0,7.0,4.0,7.0,3-Sep,18-Sep,4.217808156
36,GMBXF,Grupo Mexico SAB de CV,3.49000001,False,2010.0,,22-May,5-Aug,7.0,7.0,3.0,3.0,10-Dec,23-Feb,6.692037276000001,6-Jun,5-Aug,6.0,4.0,6.0,4.0,6-Jun,5-Aug,6.956616176,26-Sep,10-Nov,7.0,3.0,7.0,3.0,25-Jun,9-Aug,6.299951719,20-Jan,19-Feb,6.0,4.0,6.0,4.0,29-Sep,29-Oct,5.099356647,28-Oct,12-Nov,6.0,4.0,6.0,4.0,26-Jun,11-Jul,3.746687268
37,GMXDF,Grupo Mexicano de Desarrollo S A B,0.10000000099999999,False,2009.0,,4-Jun,18-Aug,6.0,6.0,5.0,5.0,4-Jun,18-Aug,-1.571708289,4-Jun,3-Aug,6.0,5.0,6.0,5.0,4-Jun,3-Aug,0.184788333,26-Sep,10-Nov,5.0,6.0,5.0,6.0,26-Sep,10-Nov,9.81258392,12-Apr,12-May,5.0,6.0,5.0,6.0,12-Apr,12-May,10.23670822,26-Sep,11-Oct,3.0,8.0,3.0,8.0,26-Sep,11-Oct,4.312891523
38,GPGNF,Grupo Gigante SAB de CV,1.0,False,2009.0,,30-Jun,13-Sep,6.0,6.0,5.0,5.0,30-Jun,13-Sep,6.205038867000001,8-Jun,7-Aug,5.0,6.0,5.0,6.0,8-Jun,7-Aug,6.660970900000001,23-Jun,7-Aug,5.0,6.0,5.0,6.0,23-Jun,7-Aug,6.150347605,1-Jul,31-Jul,4.0,7.0,4.0,7.0,1-Jul,31-Jul,5.378506688,30-Jun,15-Jul,4.0,7.0,4.0,7.0,30-Jun,15-Jul,5.384024692000001
39,GPFOY,Grupo Financiero Inbursa SAB de CV,4.1999998089999995,False,2010.0,,24-Jun,7-Sep,5.0,5.0,5.0,5.0,24-Jun,7-Sep,6.637770295,14-Feb,14-Apr,3.0,7.0,3.0,7.0,14-Feb,14-Apr,-0.55641851,2-Jun,17-Jul,4.0,6.0,4.0,6.0,2-Jun,17-Jul,3.2790331669999997,22-Mar,21-Apr,4.0,6.0,4.0,6.0,22-Mar,21-Apr,4.577204098999999,8-Apr,23-Apr,3.0,7.0,3.0,7.0,8-Apr,23-Apr,3.916914602
40,GGAL,Grupo Financiero Galicia SA,8.239999771,False,2009.0,,1-Oct,15-Dec,5.0,5.0,6.0,6.0,1-Oct,15-Dec,10.08310634,12-Nov,11-Jan,5.0,6.0,5.0,6.0,12-Nov,11-Jan,10.00521171,7-Dec,21-Jan,5.0,6.0,5.0,6.0,7-Dec,21-Jan,6.146440772,13-Dec,12-Jan,5.0,6.0,5.0,6.0,13-Dec,12-Jan,6.128098204,26-May,10-Jun,6.0,5.0,6.0,5.0,26-May,10-Jun,6.67589263
41,GBOOY,Grupo Financiero Banorte SAB de CV,26.82500076,False,2010.0,,7-Feb,22-Apr,6.0,6.0,4.0,4.0,7-Feb,22-Apr,-0.7829564920000001,9-Feb,9-Apr,6.0,4.0,6.0,4.0,9-Feb,9-Apr,-1.226358071,8-Mar,22-Apr,6.0,4.0,6.0,4.0,8-Mar,22-Apr,1.7197278880000002,7-Mar,6-Apr,5.0,5.0,5.0,5.0,7-Mar,6-Apr,-1.154728508,4-Sep,19-Sep,7.0,3.0,7.0,3.0,4-Sep,19-Sep,3.157785037
42,GCWOF,Grupo Cementos de Chihuahua SAB de CV,4.829999924,False,2010.0,,10-Jan,25-Mar,4.0,4.0,6.0,6.0,10-Jan,25-Mar,10.0188215,25-Jan,25-Mar,4.0,6.0,4.0,6.0,25-Jan,25-Mar,10.0188215,3-Feb,19-Mar,2.0,8.0,2.0,8.0,3-Feb,19-Mar,9.096694027,22-Jul,21-Aug,0.0,10.0,0.0,10.0,19-Jan,18-Feb,8.660087791,31-Jul,15-Aug,0.0,10.0,0.0,10.0,3-Feb,18-Feb,8.660087791
43,GPOVY,Grupo Carso SAB de CV,5.190000057,False,2009.0,,10-Jun,24-Aug,6.0,6.0,5.0,5.0,10-Jun,24-Aug,5.604810927999999,9-Jun,8-Aug,6.0,5.0,6.0,5.0,9-Jun,8-Aug,7.072329582999999,25-Jun,9-Aug,4.0,7.0,4.0,7.0,7-Mar,21-Apr,8.129045937999999,8-Mar,7-Apr,5.0,6.0,5.0,6.0,8-Mar,7-Apr,6.2055140920000005,17-Mar,1-Apr,3.0,8.0,3.0,8.0,17-Mar,1-Apr,7.141433584
44,GPOVF,Grupo Carso SAB de CV,2.289999962,False,2010.0,,11-Aug,25-Oct,5.0,5.0,5.0,5.0,8-Jul,21-Sep,11.94722313,31-Jan,31-Mar,5.0,5.0,5.0,5.0,31-Jan,31-Mar,7.88525086,13-Feb,29-Mar,5.0,5.0,5.0,5.0,13-Feb,29-Mar,7.477354622000001,25-Feb,26-Mar,6.0,4.0,6.0,4.0,25-Feb,26-Mar,3.995824218,9-Oct,24-Oct,4.0,6.0,4.0,6.0,17-Mar,1-Apr,3.2036671269999997
45,GRBMF,Grupo Bimbo SAB de CV,2.079999924,False,2009.0,,10-Feb,25-Apr,7.0,7.0,4.0,4.0,10-Feb,25-Apr,6.3278603229999995,8-Mar,7-May,8.0,3.0,8.0,3.0,11-Feb,11-Apr,6.67821804,12-Mar,26-Apr,6.0,5.0,6.0,5.0,4-Jun,19-Jul,6.847552153,27-Mar,26-Apr,7.0,4.0,7.0,4.0,17-Mar,16-Apr,7.467780317000001,11-Apr,26-Apr,5.0,6.0,5.0,6.0,16-Mar,31-Mar,4.546545476
46,ASR,Grupo Aeroportuario del Sureste SAB de CV,154.58500669999998,False,2009.0,,11-Nov,25-Jan,7.0,7.0,4.0,4.0,12-Nov,26-Jan,7.242142274,21-May,20-Jul,6.0,5.0,6.0,5.0,21-May,20-Jul,4.860472908999999,23-Mar,7-May,5.0,6.0,5.0,6.0,23-Mar,7-May,6.643470645,23-Mar,22-Apr,7.0,4.0,7.0,4.0,23-Mar,22-Apr,4.889041494,26-Aug,10-Sep,7.0,4.0,7.0,4.0,26-Aug,10-Sep,2.391294535
47,PAC,Grupo Aeroportuario del Pacifico SAB de CV,103.91999820000001,False,2009.0,,11-Nov,25-Jan,6.0,6.0,5.0,5.0,11-Nov,25-Jan,7.566310007,22-May,21-Jul,6.0,5.0,6.0,5.0,22-May,21-Jul,7.090126137,19-Mar,3-May,7.0,4.0,7.0,4.0,19-Mar,3-May,8.604268575,20-Mar,19-Apr,7.0,4.0,7.0,4.0,20-Mar,19-Apr,6.3752067210000005,22-Mar,6-Apr,7.0,4.0,7.0,4.0,22-Mar,6-Apr,4.8586803739999995
