,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,adj_downs
69,CAMP,CalAmp Corp,8.460000038,FALSE,2009,,29-Aug,12-Nov,7,5
70,CAA,CalAtlantic Group Inc,53.11999893,TRUE,2012,,,,,
71,CVGW,Calavo Growers Inc,71.55999756,FALSE,2009,,22-Mar,5-Jun,8,4
72,CBCFF,CALBEE Inc,30.67000008,TRUE,2012,,,,,
73,CLBEY,CALBEE Inc,6.994999886,TRUE,2018,,,,,
74,CLKTF,Calcitech Ltd,0.005,FALSE,2009,,18-Jan,2-Apr,4,8
75,ALLXF,Caldas Gold Corp,1.590000033,FALSE,2009,,4-Feb,19-Apr,4,8
76,CWLPF,Caldwell Partners International Inc,0.649999976,FALSE,2010,,28-Oct,11-Jan,3,8
77,CMCL,Caledonia Mining Corp PLC,15.90999985,FALSE,2009,,12-Dec,25-Feb,8,4
78,CMND,Caleminder Inc,1.192000031,TRUE,2017,,,,,
79,CAL,Caleres Inc,10.34000015,FALSE,2009,,6-Oct,20-Dec,4,8
80,BUUZ,CalEthos Inc,0.01,FALSE,2009,,3-Jan,18-Mar,7,5
81,CFWFF,Calfrac Well Services Ltd,0.135299996,FALSE,2009,,14-Mar,28-May,5,7
82,CLNFF,Calian Group Ltd,51.44900131,TRUE,2013,,,,,
83,LCDX,Caliber Imaging & Diagnostics Inc,0.449999988,TRUE,2012,,,,,
84,CLBGF,Calibre Group Ltd,$0.07 ,TRUE,,No data fetched for symbol CLBGF using YahooDailyReader,,,,
85,CXBMF,Calibre Mining Corp,1.878530025,FALSE,2009,,23-Nov,6-Feb,5,7
86,CVXHF,Calico Resources Corp,$0.13 ,TRUE,,'Date',,,,
87,CALRF,Calidus Resources Ltd,0.460000008,TRUE,2018,,,,,
88,CALB,California Bancorp,16.63999939,TRUE,2018,,,,,
89,CABC,California Bank of Commerce,1030,TRUE,2012,,,,,
90,CBHR,California Beach Restaurants Inc,0.136000007,TRUE,2012,,,,,
91,CABB,California Business Bank,0.100000001,FALSE,2009,,22-Jul,5-Oct,8,4
92,CFNB,California First National Bancorp,15.80000019,FALSE,2009,,4-Jun,18-Aug,4,8
93,CFGMF,California Gold Mining Inc,0.112779997,TRUE,2013,,,,,
94,CAIB,California International Bank NA,0.100000001,FALSE,2009,,1-Apr,15-Jun,6,6
95,CLMC,California Mines Corp,$0.20 ,TRUE,,No data fetched for symbol CLMC using YahooDailyReader,,,,
96,CANOF,California Nanotechnologies Corp,0.056000002,TRUE,2014,,,,,
97,CAOX,California Orchards Co,1250,TRUE,2012,,,,,
98,CRPB,California Republic Bancorp,$37.17 ,TRUE,,'Date',,,,
99,CRCQQ,California Resources Corp,0.02805,TRUE,2020,,,,,
100,CRC,California Resources Corp,13.93999958,TRUE,2020,,,,,
101,CFPI,California Style Palms Inc,0.0105,TRUE,2012,,,,,
102,CWT,California Water Service Group,52.38000107,FALSE,2009,,6-May,20-Jul,7,5
103,CAEN,California-Engels Mining Co,4,TRUE,2011,,,,,
104,RLTOF,Calima Energy Ltd,0.01,TRUE,2013,,,,,
105,CALA,Calithera Biosciences Inc,4.599999905,TRUE,2014,,,,,
106,CALX,Calix Inc,24.69000053,FALSE,2010,,11-May,25-Jul,4,7
107,CCMN,Callahan Consolidated Mines Inc,0.094999999,TRUE,2012,,,,,
108,ELY,Callaway Golf Co,16.75,FALSE,2009,,24-Jul,7-Oct,7,5
109,CLTEF,Calliditas Therapeutics AB,11.60000038,TRUE,2020,,,,,
110,CALT,Calliditas Therapeutics AB,32.5,TRUE,2020,,,,,
111,CCAOF,Callidus Capital Corp,$0.55 ,TRUE,,No data fetched for symbol CCAOF using YahooDailyReader,,,,
112,CALD,Callidus Software Inc,36,TRUE,2012,,,,,
113,CLLXF,Callinex Mines Inc,2.400000095,TRUE,2012,,,,,
114,CPE,Callon Petroleum Co,6.449999809,FALSE,2009,,9-Mar,23-May,7,5
115,CLWY,Calloway's Nursery Inc,9.430000305,FALSE,2009,,6-Jul,19-Sep,6,6
116,CLWA,CallWave Inc,7,TRUE,2012,,,,,
117,CTTC,Calmare Therapeutics Inc,0.061000001,FALSE,2009,,5-Apr,19-Jun,5,7
118,CPN,Calpine Corp,28.29999924,TRUE,2012,,,,,
119,CLKNF,Calsonic Kansei Corp,$15.00 ,TRUE,,No data fetched for symbol CLKNF using YahooDailyReader,,,,
120,CLMT,Calumet Specialty Products Partners LP,3.470000029,FALSE,2009,,18-May,1-Aug,6,6
121,TYCB,Calvin B. Taylor Bankshares Inc,34.04999924,FALSE,2009,,23-Sep,7-Dec,8,4
122,CALW,CalWest Bancorp,$0.35 ,TRUE,,No data fetched for symbol CALW using YahooDailyReader,,,,
123,CLXT,Calyxt Inc,3.380000114,TRUE,2017,,,,,
124,CAMG,CAM Group Inc,0.015,TRUE,2012,,,,,
125,PSCSF,Camarico Investment Group Ltd,0.005,TRUE,2013,,,,,
126,CEI,Camber Energy Inc,0.712100029,FALSE,2009,,21-Nov,4-Feb,4,8
127,CBEX,Cambex Corp,0.008,FALSE,2009,,31-Dec,16-Mar,7,5
128,CMBGF,Cambian Group PLC,$2.58 ,TRUE,,No data fetched for symbol CMBGF using YahooDailyReader,,,,
129,CMBXF,Cambium Global Timberland Ltd,0.085000001,TRUE,2012,,,,,
130,ABCD,Cambium Learning Group Inc,14.47999954,TRUE,2012,,,,,
131,CMBM,Cambium Networks Corp,22.34000015,TRUE,2019,,,,,
132,CAUTF,Cambria Automobiles PLC,0.550000012,TRUE,2020,,,,,
133,CATC,Cambridge Bancorp,69.73999786,FALSE,2009,,19-Oct,2-Jan,6,6
134,CCHI,Cambridge Capital Holdings Inc,0.090000004,TRUE,2012,,,,,
135,CAC,Camden National Corp,35.40000153,FALSE,2009,,20-May,3-Aug,4,8
136,CPT,Camden Property Trust,100.3099976,FALSE,2009,,12-Mar,26-May,7,5
137,CCJ,Cameco Corp,9.640000343,FALSE,2009,,5-Nov,19-Jan,5,7
138,CLAVF,Camellia PLC,86,TRUE,2014,,,,,
139,CRUUF,Cameo Industries Corp,0.111060001,FALSE,2010,,13-Dec,26-Feb,3,8
140,CAM,Cameron International Corp,$66.01 ,TRUE,,'Date',,,,
141,CAMZF,Camino Minerals Corp,0.144800007,FALSE,2010,,17-Dec,2-Mar,8,3
142,CMPQF,Campar Capital Corp,$0.16 ,TRUE,,No data fetched for symbol CMPQF using YahooDailyReader,,,,
143,CPB,Campbell Soup Co,49.18999863,FALSE,2009,,6-Oct,20-Dec,8,4
144,CWH,Camping World Holdings Inc,28,TRUE,2016,,,,,
145,CCG,Campus Crest Communities Inc,$7.00 ,TRUE,,'Date',,,,
146,BAJFF,Camrova Resources Inc,0.02,FALSE,2009,,25-Aug,8-Nov,5,7
147,CAMT,Camtek Ltd,19.37999916,FALSE,2009,,7-Dec,20-Feb,8,4
148,CAMRF,Camurus AB,12.89999962,TRUE,2017,,,,,
149,CANB,Can B Corp,0.670000017,TRUE,2012,,,,,
150,CANF,Can Fite Biofarma Ltd,1.815000057,TRUE,2012,,,,,
151,CFBFF,Can Fite Biofarma Ltd,$1.88 ,TRUE,,No data fetched for symbol CFBFF using YahooDailyReader,,,,
152,CCRE,Can-Cal Resources Ltd,0.109999999,TRUE,2012,,,,,
153,CAOBF,Can-One Bhd,$0.81 ,TRUE,,No data fetched for symbol CAOBF using YahooDailyReader,,,,
154,CAN,Canaan Inc,2.660000086,TRUE,2019,,,,,
155,CCORF,Canaccord Genuity Group Inc,5.931000233,FALSE,2009,,26-Dec,11-Mar,8,4
156,CNNEF,Canacol Energy Ltd,2.920000076,FALSE,2010,,12-Dec,25-Feb,4,7
157,BRUZF,Canada Carbon Inc,0.174999997,FALSE,2009,,27-Jun,10-Sep,5,7
158,CDCLF,Canada Coal Inc,0.022299999,TRUE,2014,,,,,
159,CNDPF,Canada Energy Partners Inc,0.124229997,FALSE,2009,,10-Jun,24-Aug,4,8
160,GOOS,Canada Goose Holdings Inc,33.90000153,TRUE,2017,,,,,
161,SARSF,Canada House Wellness Group Inc,0.025,FALSE,2009,,20-Mar,3-Jun,2,10
162,CNIKF,Canada Nickel Co Inc,1.559999943,TRUE,2020,,,,,
163,ANGUF,Canada One Mining Corp,0.0341,FALSE,2010,,8-Jul,21-Sep,5,5
164,RAREF,Canada Rare Earth Corp,0.037700001,FALSE,2010,,26-Dec,11-Mar,3,8
165,CCWOF,Canada Silver Cobalt Works,0.403250009,TRUE,2012,,,,,
166,CDPYF,Canadian Apartment Properties Real Estate Investme,39.06999969,FALSE,2009,,12-Dec,25-Feb,7,5
167,CDARF,Canadian Arrow Mines Ltd,$0.01 ,TRUE,,No data fetched for symbol CDARF using YahooDailyReader,,,,
168,CNDCF,Canadian Banc Corp,5.273970127,TRUE,2014,,,,,
169,CCAN,Canadian Cannabis Corp,0.015,TRUE,2014,,,,,
170,SMATF,Canadian GoldCamps Corp,0.098800004,TRUE,2019,,,,,
171,CM,Canadian Imperial Bank of Commerce,80.95999908,FALSE,2009,,8-Jul,21-Sep,7,5
172,CIMVF,Canadian Imperial Venture Corp,0.142100006,TRUE,2013,,,,,
173,BPCOD,Canadian International Pharma Corp,$0.14 ,TRUE,,No data fetched for symbol BPCOD using YahooDailyReader,,,,
174,CLSPF,Canadian Life Companies Split Corp,1.429999948,TRUE,2020,,,,,
175,CNMTF,Canadian Metals Inc,0.052999999,TRUE,2018,,,,,
176,CNI,Canadian National Railway Co,108.5199966,FALSE,2009,,17-May,31-Jul,8,4
177,CNQ,Canadian Natural Resources Ltd,20.06999969,FALSE,2009,,31-Jan,15-Apr,6,6
178,CRVYF,Canadian Oil Recovery & Remediation Enterprises Lt,0.033500001,TRUE,2011,,,,,
179,COSWF,Canadian Oil Sands Ltd,$7.54 ,TRUE,,'Date',,,,
180,CP,Canadian Pacific Railway Ltd,332.5299988,FALSE,2009,,11-Dec,24-Feb,7,5
181,DCNNF,Canadian Palladium Resources Inc,0.082500003,TRUE,2018,,,,,
182,CQUTF,Canadian Quantum Energy Corp,$0.04 ,TRUE,,No data fetched for symbol CQUTF using YahooDailyReader,,,,
183,CRXIF,Canadian Real Estate Investment Trust,39.18999863,TRUE,2012,,,,,
184,CRDUF,Canadian Resources Income Trust,$5.70 ,TRUE,,No data fetched for symbol CRDUF using YahooDailyReader,,,,
185,CSIQ,Canadian Solar Inc,38.83000183,FALSE,2009,,9-Dec,22-Feb,6,6
186,CSPUF,Canadian Spirit Resources Inc,0.029999999,FALSE,2009,,6-Jul,19-Sep,5,7
187,CDNAF,Canadian Tire Corp Ltd,123.0199966,FALSE,2009,,23-Sep,7-Dec,6,6
188,CDNTF,Canadian Tire Corp Ltd,153.7044983,TRUE,2012,,,,,
189,CDUAF,Canadian Utilities Ltd,23.82719994,FALSE,2010,,12-Dec,25-Feb,6,5
190,CDUUF,Canadian Utilities Ltd,23.74510002,TRUE,2011,,,,,
191,CBWBF,Canadian Western Bank,20.38999939,FALSE,2010,,21-May,4-Aug,4,7
192,CAFZF,Canaf Investments Inc,0.045710001,TRUE,2012,,,,,
193,CVVUF,CanAlaska Uranium Ltd,0.173050001,FALSE,2009,,21-Nov,4-Feb,6,6
194,CNMGF,Canam Group Inc,$9.45 ,TRUE,,No data fetched for symbol CNMGF using YahooDailyReader,,,,
195,DTEYF,Canamax Energy Ltd,$0.45 ,TRUE,,'Date',,,,
196,CNMXF,Canamex Gold Corp,0.035,FALSE,2010,,30-Nov,13-Feb,7,4
197,CNND,Canandaigua National Cp,198,FALSE,2009,,1-Jul,14-Sep,9,3
198,CANQF,CanaQuest Medical Corp,0.062100001,TRUE,2015,,,,,
199,CRCUF,Canarc Resources Corp,0.107000001,FALSE,2009,,21-Nov,4-Feb,6,6
200,CNSUF,Canasil Resources Inc,0.088,FALSE,2009,,7-Dec,20-Feb,5,7
201,CGIX,Cancer Genetics Inc,2.269999981,TRUE,2013,,,,,
202,CTHZ,Cancer Treatment Holdings Inc,0.039999999,TRUE,2012,,,,,
203,CCCMF,CANCOM SE,57.25,TRUE,2016,,,,,
204,CNCXY,CANCOM SE,$10.00 ,TRUE,,No data fetched for symbol CNCXY using YahooDailyReader,,,,
205,CDELF,Candelaria Mining Corp,0.393599987,TRUE,2017,,,,,
206,CCOXF,Candente Copper Corp,0.059999999,TRUE,2012,,,,,
207,CGDXF,Candente Gold Corp,0.039999999,TRUE,2013,,,,,
208,CNDL,Candlewood Hotel Co Inc,0.0065,FALSE,2009,,8-Apr,22-Jun,8,4
209,NOMNF,CANEX Metals Inc,0.131310001,TRUE,2018,,,,,
210,CXUSF,Canexus Corp,$1.20 ,TRUE,,No data fetched for symbol CXUSF using YahooDailyReader,,,,
211,CFPZF,Canfor Corp,12.94999981,FALSE,2009,,4-Oct,18-Dec,7,5
212,CFPUF,Canfor Pulp Products Inc,3.829999924,FALSE,2009,,13-Jan,28-Mar,8,4
213,TXCB,Cang Bao Tian Xia International Art Trade Center I,2.25,TRUE,2012,,,,,
214,CANG,Cango Inc,6.380000114,TRUE,2018,,,,,
215,CMLGF,Canickel Mining Ltd,0.100900002,TRUE,2012,,,,,
216,CNLFF,Canlan Ice Sports Corp,2.400000095,TRUE,2020,,,,,
217,CNGGF,Cann Group Ltd,0.233649999,TRUE,2017,,,,,
218,CBMJ,Canna Consumer Goods Inc,0.01255,FALSE,2010,,9-Dec,22-Feb,7,4
219,CNCC,Canna Corp,0.019605,TRUE,2017,,,,,
220,CNBX,Cannabics Pharmaceuticals Inc,0.189999998,FALSE,2009,,4-Apr,18-Jun,5,7
221,CBGL,Cannabis Global Inc,0.059999999,TRUE,2020,,,,,
222,CWWBF,Cannabis Growth Opportunity Corp,0.298000008,TRUE,2018,,,,,
223,CBDS,Cannabis Sativa Inc,0.419999987,TRUE,2012,,,,,
224,NUGS,Cannabis Strategic Ventures,0.073600002,TRUE,2015,,,,,
225,CSUI,Cannabis Suisse Corp,0.079999998,TRUE,2019,,,,,
226,BLOZF,Cannabix Technologies Inc,0.373479992,TRUE,2014,,,,,
227,CNNE,Cannae Holdings Inc,39.40999985,TRUE,2017,,,,,
228,CNGT,Cannagistics Inc,0.0089,FALSE,2009,,1-Mar,15-May,4,8
229,CGRW,CannaGrow Holdings Inc,0.0845,TRUE,2012,,,,,
230,CNLK,Cannalink Inc,0.120999999,FALSE,2009,,23-Oct,6-Jan,4,8
231,CNNXF,CannAmerica Brands Corp,0.009088,TRUE,2018,,,,,
232,CNONF,CannaOne Technologies Inc,0.100000001,TRUE,2019,,,,,
233,CPMD,Cannapharmarx Inc,0.370000005,TRUE,2015,,,,,
234,CAPD,CannaPowder Inc,0.094999999,FALSE,2009,,3-Dec,16-Feb,3,9
235,LOVFF,Cannara Biotech Inc,0.059590001,TRUE,2019,,,,,
236,CNSC,CannAssist International Corp,0.25,TRUE,2020,,,,,
237,CANX,CannAwake Corp,0.01245,FALSE,2009,,29-Dec,14-Mar,6,6
238,CMMDF,CanniMed Therapeutics Inc,$20.99 ,TRUE,,No data fetched for symbol CMMDF using YahooDailyReader,,,,
239,CANL,CannLabs Inc,0.030300001,TRUE,2014,,,,,
240,CPOTF,Cannon Point Resources Ltd,$0.08 ,TRUE,,No data fetched for symbol CPOTF using YahooDailyReader,,,,
241,CNNC,Cannonau Corp,0.0121,FALSE,2010,,6-Apr,20-Jun,4,7
242,CTABF,Canntab Therapeutics Ltd,0.520500004,TRUE,2017,,,,,
243,CNTTQ,CannTrust Holdings Inc,0.159999996,TRUE,2017,,,,,
244,CNMVF,Canoe Mining Ventures Corp,0.079999998,TRUE,2018,,,,,
245,CAJ,Canon Inc,17.98999977,FALSE,2009,,15-Oct,29-Dec,5,7
246,CAJFF,Canon Inc,18.35000038,FALSE,2010,,27-Sep,11-Dec,6,5
247,CAMJF,Canon Marketing Japan Inc,$14.29 ,TRUE,,No data fetched for symbol CAMJF using YahooDailyReader,,,,
248,CBIA,Canopus Biopharma Inc,0.075000003,FALSE,2009,,7-Dec,20-Feb,6,6
249,CGC,Canopy Growth Corp,24.43000031,TRUE,2014,,,,,
250,CNPOF,Canopy Rivers Inc,0.659600019,TRUE,2018,,,,,
251,CASBF,CanSino Biologics Inc,20.27499962,TRUE,2020,,,,,
252,CNTMF,Cansortium Inc,0.379500002,TRUE,2019,,,,,
253,CSRNF,Canstar Resources Inc,0.209999993,FALSE,2009,,2-Aug,16-Oct,9,3
254,CTBO,Cantabio Pharmaceuticals Inc,$0.01 ,TRUE,,No data fetched for symbol CTBO using YahooDailyReader,,,,
255,CMD,Cantel Medical Corp,55.65000153,FALSE,2009,,27-Sep,11-Dec,6,6
256,CPHC,Canterbury Park Holding Corp,12.39999962,FALSE,2009,,23-Mar,6-Jun,8,4
257,CTMCF,Canterra Minerals Corp,0.115259998,FALSE,2009,,17-Dec,2-Mar,6,6
258,CTXDF,Cantex Mine Development Corp,0.819949985,FALSE,2010,,24-May,7-Aug,3,7
259,CNUCF,Canuc Resources Corp,0.159999996,TRUE,2012,,,,,
260,CWXZF,CanWel Building Materials Group Ltd,5.164999962,FALSE,2010,,20-Jul,3-Oct,4,7
261,CYRWF,Canyon Resources Ltd,0.059999999,TRUE,2020,,,,,
262,CYSVF,Canyon Services Group Inc,$5.06 ,TRUE,,No data fetched for symbol CYSVF using YahooDailyReader,,,,
263,CANY,Canyon Silver Mines Inc,0.150000006,TRUE,2012,,,,,
264,CCOEF,Capcom Co Ltd,55,TRUE,2012,,,,,
265,CCOEY,Capcom Co Ltd,25.19000053,TRUE,2013,,,,,
266,CBNJ,Cape Bancorp Inc,$14.59 ,TRUE,,'Date',,,,
267,CPLA,Capella Education Co,104,TRUE,2012,,,,,
268,NWDMF,Capella Minerals Ltd,0.077299997,TRUE,2012,,,,,
269,CPVVF,Capevin Holdings Ltd,$0.63 ,TRUE,,No data fetched for symbol CPVVF using YahooDailyReader,,,,
270,CAPMF,Capgemini SE,134.5399933,FALSE,2010,,18-May,1-Aug,8,3
271,CGEMY,Capgemini SE,27.22999954,FALSE,2009,,11-Dec,24-Feb,9,3
272,CPQHF,Capilano Honey Ltd,$14.05 ,TRUE,,No data fetched for symbol CPQHF using YahooDailyReader,,,,
273,CTAGF,Capita PLC,0.280000001,TRUE,2012,,,,,
274,CTAGY,Capita PLC,1.50999999,TRUE,2012,,,,,
275,CCPPF,Capital & Counties Properties PLC,1.409999967,TRUE,2017,,,,,
276,CRPLF,Capital & Regional PLC,$4.80 ,TRUE,,No data fetched for symbol CRPLF using YahooDailyReader,,,,
277,CBNK,Capital Bancorp Inc,12.01000023,TRUE,2018,,,,,
278,CBJC,Capital Bank (San Juan Capistrano CA),$34.00 ,TRUE,,No data fetched for symbol CBJC using YahooDailyReader,,,,
279,CBF,Capital Bank Financial Corp,$41.75 ,TRUE,,'Date',,,,
280,CANJ,Capital Bank New Jersey,$30.00 ,TRUE,,No data fetched for symbol CANJ using YahooDailyReader,,,,
281,CBEV,Capital Beverage Corp,0.409999996,TRUE,2012,,,,,
282,CCBG,Capital City Bank Group Inc,22.61000061,FALSE,2009,,2-Oct,16-Dec,5,7
283,CCMB,Capital Commerce Bancorp Inc,$4.75 ,TRUE,,No data fetched for symbol CCMB using YahooDailyReader,,,,
284,CTDN,Capital Directions Inc,47.54999924,TRUE,2012,,,,,
285,CPFH,Capital Financial Holdings Inc,176.0099945,FALSE,2009,,25-Mar,8-Jun,5,7
286,COF,Capital One Financial Corp,86.69999695,FALSE,2009,,29-Sep,13-Dec,5,7
287,CPXWF,Capital Power Corp,23.95299911,TRUE,2012,,,,,
288,CPLP,Capital Product Partners LP,7.71999979,FALSE,2009,,21-Nov,4-Feb,8,4
289,CPTP,Capital Properties Inc,14.25,FALSE,2009,,25-Aug,8-Nov,8,4
290,CSU,Capital Senior Living Corp,0.657999992,FALSE,2009,,9-Feb,24-Apr,6,6
291,CSWC,Capital Southwest Corp,15.63000011,FALSE,2009,,7-May,21-Jul,8,4
292,CPVNF,Capital Venture Europe PLC,0.007,TRUE,2015,,,,,
293,CPTA,Capitala Finance Corp,10.56000042,TRUE,2013,,,,,
294,CPITF,CapitaLand Commercial Trust,1.299999952,TRUE,2012,,,,,
295,CPAMF,CapitaLand Integrated Commercial Trust,1.5,FALSE,2009,,30-Mar,13-Jun,7,5
296,CLLDF,CapitaLand Ltd,2.00999999,FALSE,2010,,21-Mar,4-Jun,6,5
297,CLLDY,CapitaLand Ltd,4.239999771,FALSE,2009,,24-Nov,7-Feb,4,8
298,CAPB,CapitalSouth Bancorp,0.0058,FALSE,2009,,27-Mar,10-Jun,6,6
299,CAPTF,Capitan Mining Inc,0.200299993,TRUE,2020,,,,,
300,CKHGY,Capitec Bank Holdings Ltd,26.52499962,TRUE,2017,,,,,
301,CKHGF,Capitec Bank Holdings Ltd,87.25,TRUE,2017,,,,,
302,CFFN,Capitol Federal Financial Inc,12.67000008,FALSE,2009,,23-Sep,7-Dec,7,5
303,CPOYF,CapMan Oyj,$1.33 ,TRUE,,'Date',,,,
304,CPRI,Capri Holdings Ltd,29.37999916,TRUE,2011,,,,,
305,CAPR,Capricor Therapeutics Inc,4.349999905,FALSE,2009,,23-Dec,8-Mar,7,5
306,CPSO,CapSource Financial Inc,0.0105,TRUE,2012,,,,,
307,CSTR,CapStar Financial Holdings Inc,11.64000034,TRUE,2016,,,,,
