,symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,adj_downs
114,ABGLY,Acacia Mining PLC,$5.00 ,TRUE,,No data fetched for symbol ABGLY using YahooDailyReader,,,,
115,ACTG,Acacia Research Corp,3.630000114,FALSE,2009,,,,,
116,URGYF,Academy Metals Inc,0.064400002,TRUE,2012,,,,,
117,ASO,Academy Sports and Outdoors Inc,16.25,TRUE,2020,,,,,
118,ACHC,Acadia Healthcare Co Inc,39.97999954,FALSE,2009,,,,,
119,ACAD,ACADIA Pharmaceuticals Inc,50.61000061,FALSE,2009,,,,,
120,AKR,Acadia Realty Trust,12.69999981,FALSE,2009,,,,,
121,ACAZF,Acadian Timber Corp,11.68999958,FALSE,2010,,,,,
122,ACAM,Acamar Partners Acquisition Corp,10.11999989,TRUE,2019,,,,,
123,ATHVF,Acanthe Developpement SA,$0.88 ,TRUE,,No data fetched for symbol ATHVF using YahooDailyReader,,,,
124,ACST,Acasti Pharma Inc,0.208399996,TRUE,2012,,,,,
125,ACEL,Accel Entertainment Inc,10.97999954,TRUE,2017,,,,,
126,AXDX,Accelerate Diagnostics Inc,8.369999886,FALSE,2009,,,,,
127,ATHC,Accelerated Technologies Holding Corp,0.174999997,TRUE,2012,,,,,
128,XLRN,Acceleron Pharma Inc,118.3600006,TRUE,2013,,,,,
129,ACWRF,Acceleware Ltd,0.10385,TRUE,2013,,,,,
130,ACGPF,Accell Group NV,28.89999962,TRUE,2012,,,,,
131,ACN,Accenture PLC,238.1199951,FALSE,2009,,,,,
132,ACSBL,Access Bank PLC,$0.08 ,TRUE,,No data fetched for symbol ACSBL using YahooDailyReader,,,,
133,AIEDF,Access International Education Ltd,$0.23 ,TRUE,,No data fetched for symbol AIEDF using YahooDailyReader,,,,
134,ANCX,Access National Corp,23.61000061,TRUE,2012,,,,,
135,LOQPF,accesso Technology Group PLC,3.5,TRUE,2012,,,,,
136,ACXIF,Acciona SA,109,FALSE,2009,,,,,
137,ACCO,ACCO Brands Corp,6.715000153,FALSE,2009,,,,,
138,ACCD,Accolade Inc,37,TRUE,2020,,,,,
139,ACCYY,Accor SA,6.519999981,FALSE,2010,,,,,
140,ACRFF,Accor SA,32.09999847,FALSE,2010,,,,,
141,ACCFF,Accord Financial Corp,4.111299992,TRUE,2012,,,,,
142,ACGFF,Accordia Golf Co Ltd,$10.00 ,TRUE,,No data fetched for symbol ACGFF using YahooDailyReader,,,,
143,ACGFY,Accordia Golf Co Ltd,$10.79 ,TRUE,,No data fetched for symbol ACGFY using YahooDailyReader,,,,
144,ACFFF,Accordia Golf Trust,0.50999999,TRUE,2016,,,,,
145,ACSYF,Accsys Technologies PLC,0.980000019,FALSE,2009,,,,,
146,ACCCF,Accton Technology Corp,$7.40 ,TRUE,,No data fetched for symbol ACCCF using YahooDailyReader,,,,
147,ACTZF,Accton Technology Corp,$1.20 ,TRUE,,No data fetched for symbol ACTZF using YahooDailyReader,,,,
148,ARAY,Accuray Inc,3.880000114,FALSE,2009,,,,,
149,ACW,Accuride Corp,$2.58 ,TRUE,,'Date',,,,
150,ACAVF,ACE Aviation Holdings Inc,0.128000006,TRUE,2014,,,,,
151,ACEV,ACE Convergence Acquisition Corp,9.770000458,TRUE,2020,,,,,
152,ACEJF,ACEA SpA,20.64999962,TRUE,2019,,,,,
153,ACRX,AcelRx Pharmaceuticals Inc,1.539999962,TRUE,2011,,,,,
154,ACEYY,Acer Inc,3.00999999,FALSE,2010,,,,,
155,ASIYF,Acer Inc,0,TRUE,2010,,,,,
156,ACER,Acer Therapeutics Inc,2.660000086,FALSE,2009,,,,,
157,ANIOF,Acerinox SA,$15.30 ,TRUE,,'Date',,,,
158,ANIOY,Acerinox SA,4.5,FALSE,2010,,,,,
159,ASPCF,Acerus Pharmaceuticals Corp,0.018990999,TRUE,2012,,,,,
160,ACETQ,Aceto Corp,$0.11 ,TRUE,,No data fetched for symbol ACETQ using YahooDailyReader,,,,
161,AKAOQ,Achaogen Inc,0.0095,TRUE,2014,,,,,
162,ANPNF,Acheron Portfolio Corp (Luxembourg) SA,$1.10 ,TRUE,,No data fetched for symbol ANPNF using YahooDailyReader,,,,
163,ACHV,Achieve Life Sciences Inc,9.039999962,FALSE,2009,,,,,
164,ACHKF,Achiko Ltd,0.44780001,TRUE,2020,,,,,
165,ACHN,Achillion Pharmaceuticals Inc,$6.76 ,TRUE,,No data fetched for symbol ACHN using YahooDailyReader,,,,
166,ACIW,ACI Worldwide Inc,31.29999924,FALSE,2009,,,,,
167,AVHNF,Ackermans & Van Haaren NV,132.5,TRUE,2014,,,,,
168,AVHNY,Ackermans & Van Haaren NV,14.10999966,TRUE,2016,,,,,
169,AKRFF,Ackroo Inc,0.114600003,FALSE,2009,,,,,
170,ACRS,Aclaris Therapeutics Inc,3.769999981,TRUE,2015,,,,,
171,ACMA,ACM Corp,$0.08 ,TRUE,,No data fetched for symbol ACMA using YahooDailyReader,,,,
172,ACMR,ACM Research Inc,86.69999695,TRUE,2017,,,,,
173,CAUZF,Acma Ltd,0.180000007,TRUE,2019,,,,,
174,ACMT,ACMAT Corp,37,FALSE,2010,,,,,
175,ACMTA,ACMAT Corp,32,FALSE,2009,,,,,
176,ACME,ACME Communications Inc,$0.04 ,TRUE,,'Date',,,,
177,ACU,Acme United Corp,26.57999992,FALSE,2009,,,,,
178,ACNB,ACNB Corp,23.30999947,FALSE,2009,,,,,
179,ACJJF,Acom Co Ltd,3.599999905,TRUE,2019,,,,,
180,ACMUY,Acom Co Ltd,$1.00 ,TRUE,,No data fetched for symbol ACMUY using YahooDailyReader,,,,
181,ACNXF,Aconex Ltd,$6.08 ,TRUE,,No data fetched for symbol ACNXF using YahooDailyReader,,,,
182,ACOR,Acorda Therapeutics Inc,0.795700014,FALSE,2009,,,,,
183,ACFN,Acorn Energy Inc,0.317999989,FALSE,2009,,,,,
184,ATV,Acorn International Inc,20.51000023,FALSE,2009,,,,,
185,ACLD,Acquire Ltd,0.02,FALSE,2009,,,,,
186,AQSP,Acquired Sales Corp,2,TRUE,2012,,,,,
187,AIII,ACRE Realty Investors Inc,$0.82 ,TRUE,,'Date',,,,
188,ACRGF,Acreage Holdings Inc,2.769999981,TRUE,2018,,,,,
189,ACRDF,Acreage Holdings Inc,3.420000076,TRUE,2020,,,,,
190,ACRHF,Acreage Holdings Inc,3.650000095,TRUE,2020,,,,,
191,ACBM,Acro Biomedical Co Ltd,4.900000095,TRUE,2018,,,,,
192,NMNRF,Acrow Formwork and Construction Services Ltd,$0.30 ,TRUE,,No data fetched for symbol NMNRF using YahooDailyReader,,,,
193,ARUXF,Acrux Ltd,0.109999999,FALSE,2010,,,,,
194,ACSAF,ACS Actividades de Construccion y Servicios SA,30.09000015,TRUE,2011,,,,,
195,ACSAY,ACS Actividades de Construccion y Servicios SA,5.769999981,TRUE,2016,,,,,
196,AMCY,ACS Global Inc,1,TRUE,2012,,,,,
197,ACSEF,ACS Motion Control Ltd,1,FALSE,2009,,,,,
198,ALIOF,Actelion Ltd,278.5,FALSE,2009,,,,,
199,ALIOY,Actelion Ltd,$70.00 ,TRUE,,No data fetched for symbol ALIOY using YahooDailyReader,,,,
200,ATLIF,Actelion Ltd,$285.00 ,TRUE,,No data fetched for symbol ATLIF using YahooDailyReader,,,,
201,ATNM,Actinium Pharmaceuticals Inc,11.94999981,TRUE,2012,,,,,
202,ATGGF,Actinogen Medical Ltd,0.024,TRUE,2018,,,,,
203,ACTS,Actions Semiconductor Co Ltd,$2.14 ,TRUE,,'Date',,,,
204,ATRVF,Activa resources AG,0.01,TRUE,2018,,,,,
205,ATVBF,Active Biotech AB,$1.65 ,TRUE,,No data fetched for symbol ATVBF using YahooDailyReader,,,,
206,ACARQ,ActiveCare Inc,0.25,TRUE,2012,,,,,
207,ATVXF,Activia Properties Inc,3701,TRUE,2017,,,,,
208,ATVI,Activision Blizzard Inc,76.70999908,FALSE,2009,,,,,
209,ACTA,Actua Corp,1,TRUE,2012,,,,,
210,AUCL,Acucela Inc,$11.40 ,TRUE,,'Date',,,,
211,AYI,Acuity Brands Inc,100.4800034,FALSE,2009,,,,,
212,ACUIF,AcuityAds Holdings Inc,5.318396091,TRUE,2017,,,,,
213,ACUR,Acura Pharmaceuticals Inc,0.2421,FALSE,2009,,,,,
214,GOLF,Acushnet Holdings Corp,36.54999924,TRUE,2016,,,,,
215,ACUS,Acusphere Inc,0.034000002,FALSE,2009,,,,,
216,AFIB,Acutus Medical Inc,24.61000061,TRUE,2020,,,,,
217,ADPMF,ad pepper media International NV,$0.83 ,TRUE,,'Date',,,,
218,AELTF,Adacel Technologies Ltd,0.419999987,TRUE,2012,,,,,
219,ADAD,Adaiah Distribution Inc,0.280099988,TRUE,2016,,,,,
220,ADMG,Adamant DRI Processing and Minerals Group,0.011,TRUE,2014,,,,,
221,ADMS,Adamas Pharmaceuticals Inc,3.75999999,TRUE,2014,,,,,
222,DDNFF,Adamera Minerals Corp,0.07,FALSE,2009,,,,,
223,ADMP,Adamis Pharmaceuticals Corp,0.717499971,FALSE,2009,,,,,
224,ADX,Adams Diversified Equity Fund Inc,17.01000023,FALSE,2009,,,,,
225,PEO,Adams Natural Resources Fund Inc,10.35999966,FALSE,2009,,,,,
226,CPTHF,Adams PLC,$0.03 ,TRUE,,No data fetched for symbol CPTHF using YahooDailyReader,,,,
227,AE,Adams Resources & Energy Inc,25.52000046,FALSE,2009,,,,,
228,AUAYF,Adanac Molybdenum Corp,$0.13 ,TRUE,,No data fetched for symbol AUAYF using YahooDailyReader,,,,
229,AHCO,AdaptHealth Corp,29.22999954,TRUE,2018,,,,,
230,ADAP,Adaptimmune Therapeutics PLC,4.800000191,TRUE,2015,,,,,
231,AATV,Adaptive Ad Systems Inc,0.289999992,TRUE,2014,,,,,
232,ADPT,Adaptive Biotechnologies Corp,48.68999863,TRUE,2019,,,,,
233,ADBCF,Adbri Ltd,1.840000033,TRUE,2012,,,,,
234,ADLDY,Adbri Ltd,9.369999886,TRUE,2018,,,,,
235,ADCT,ADC Therapeutics SA,33.95999908,TRUE,2020,,,,,
236,AIHLF,Adcock Ingram Holdings Ltd,$4.31 ,TRUE,,No data fetched for symbol AIHLF using YahooDailyReader,,,,
237,ADCOF,Adcore Inc,0.389149994,TRUE,2020,,,,,
238,ATXG,Addentax Group Corp,7,TRUE,2018,,,,,
239,ADDXF,Addex Therapeutics Ltd,1.649999976,FALSE,2010,,,,,
240,ADXN,Addex Therapeutics Ltd,11.89000034,TRUE,2020,,,,,
241,ADBKF,Addiko Bank AG,7.662099838,TRUE,2019,,,,,
242,ADDLF,AddLife AB,$17.75 ,,,,,,,
243,ADDC,Addmaster Corp,$13.85 ,,,,,,,
244,ADDNF,Addnode Group AB,$5.80 ,,,,,,,
245,ADUS,Addus HomeCare Corp,$99.00 ,,,,,,,
246,AEY,Addvantage Technologies Group Inc,$2.04 ,,,,,,,
247,AHEXF,Adecco Group AG,$59.10 ,,,,,,,
248,AHEXY,Adecco Group AG,$28.25 ,,,,,,,
249,AGRO,Adecoagro SA,$4.95 ,,,,,,,
250,ADKCF,Adeka Corp,$12.50 ,,,,,,,
251,ADPAN,Adelphia Recovery Trust,$0.01 ,,,,,,,
252,ADEP,Adept Technology Inc,$12.98 ,,,,,,,
253,ADPTQ,Adeptus Health Inc,$1.22 ,,,,,,,
254,ADRNF,Aderans Co Ltd,$5.42 ,,,,,,,
255,ADSGF,Adesso AG,$81.75 ,,,,,,,
256,IOTS,Adesto Technologies Corp,$12.54 ,,,,,,,
257,MKPEF,Adevinta ASA,$11.80 ,,,,,,,
258,ADEVF,Adevinta ASA,$19.00 ,,,,,,,
259,ADFJF,ADF Group Inc,$0.83 ,,,,,,,
260,ADFT,Adfitech Inc,$2.00 ,,,,,,,
261,ADGS,ADGS Advisory Inc,$0.75 ,,,,,,,
262,ATRX,Adhera Therapeutics Inc,$0.06 ,,,,,,,
263,ADIA,Adia Nutrition Inc,$0.01 ,,,,,,,
264,ADIL,Adial Pharmaceuticals Inc,$1.94 ,,,,,,,
265,ACET,Adicet Bio Inc,$12.29 ,,,,,,,
266,ADDDF,adidas AG,$324.00 ,,,,,,,
267,ADDYY,adidas AG,$160.54 ,,,,,,,
268,ADNT,Adient PLC,$26.46 ,,,,,,,
269,ADKT,Adirondack Trust Co,"$1,802.00 ",,,,,,,
270,ADTX,ADiTx Therapeutics Inc,$1.92 ,,,,,,,
271,ABWAF,Aditya Birla Minerals Ltd,$0.20 ,,,,,,,
272,ADPPF,Adler Group SA,$29.65 ,,,,,,,
273,ADMQ,ADM Endeavors Inc,$0.06 ,,,,,,,
274,ADMT,ADM Tronics Unlimited Inc,$0.13 ,,,,,,,
275,ADMA,ADMA Biologics Inc,$1.91 ,,,,,,,
276,AMIGF,Admiral Group PLC,$38.20 ,,,,,,,
277,AMIGY,Admiral Group PLC,$37.27 ,,,,,,,
278,ARYRY,Admiralty Resources NL,$0.11 ,,,,,,,
279,ADBE,Adobe Inc,$466.83 ,,,,,,,
280,ADOCF,Adocia,$17.00 ,,,,,,,
281,ADOCY,Adocia,$9.60 ,,,,,,,
282,ADOM,ADOMANI Inc,$0.21 ,,,,,,,
283,ANARF,Adriana Resources Inc,$0.14 ,,,,,,,
284,ADMLF,Adriatic Metals PLC,$1.68 ,,,,,,,
285,ADCUF,ADS Crude Carriers PLC,$2.36 ,,,,,,,
286,ADT,ADT Inc,$7.27 ,,,,,,,
287,ATGE,Adtalem Global Education Inc,$27.58 ,,,,,,,
288,ADTY,Adtegrity.com International Inc,$0.02 ,,,,,,,
289,ADTN,Adtran Inc,$12.30 ,,,,,,,
290,ADRO,Aduro Biotech Inc,$14.60 ,,,,,,,
291,ADVOF,ADVA Optical Networking SE,$7.20 ,,,,,,,
292,AAP,Advance Auto Parts Inc,$152.39 ,,,,,,,
293,ADZZF,Advance Residence Investment Corp,"$3,300.00 ",,,,,,,
294,AAAP,Advanced Accelerator Applications SA,$81.63 ,,,,,,,
295,ABAT,Advanced Battery Technologies Inc,$0.04 ,,,,,,,
296,ABENU,Advanced BioEnergy LLC,$0.87 ,,,,,,,
297,ABMT,Advanced BioMedical Technologies Inc,$0.15 ,,,,,,,
298,CEIFF,Advanced Connection Corp PCL,$0.03 ,,,,,,,
299,ACTX,Advanced Container Technologies Inc,$2.70 ,,,,,,,
300,ADHMY,Advanced Digital Health Medicina Preventiva SA,$1.45 ,,,,,,,
301,ADSW,Advanced Disposal Services Inc,$30.30 ,,,,,,,
302,WMS,Advanced Drainage Systems Inc,$62.38 ,,,,,,,
303,ADES,Advanced Emissions Solutions Inc,$4.90 ,,,,,,,
304,AEIS,Advanced Energy Industries Inc,$84.65 ,,,,,,,
305,AERT,Advanced Environmental Recycling Technologies Inc,$0.14 ,,,,,,,
306,AVIFY,Advanced Info Service PCL,$5.78 ,,,,,,,
307,AVIZF,Advanced Info Service PCL,$5.10 ,,,,,,,
308,AVIVF,Advanced Info Service PCL,$5.65 ,,,,,,,
309,AVIKF,Advanced Info Service PCL,$5.65 ,,,,,,,
310,ADLS,Advanced Life Sciences Holdings Inc,$0.01 ,,,,,,,
311,AMSJF,Advanced Medical Solutions Group PLC,$2.30 ,,,,,,,
312,AMVMF,Advanced Metallurgical Group NV,$23.00 ,,,,,,,
313,AMD,Advanced Micro Devices Inc,$81.86 ,,,,,,,
314,AONCF,Advanced Oncotherapy PLC,$0.35 ,,,,,,,
315,AOXY,Advanced Oxygen Technologies Inc,$0.10 ,,,,,,,
316,APTCF,Advanced Proteome Therapeutics Corp,$0.11 ,,,,,,,
317,AVSIF,Advanced Vision Technology Ltd,$10.91 ,,,,,,,
318,AVOI,Advanced Voice Recognition Systems Inc,$0.02 ,,,,,,,
319,APFH,AdvancePierre Foods Holdings Inc,$40.25 ,,,,,,,
320,ASIX,AdvanSix Inc,$16.37 ,,,,,,,
321,ADVC,Advant-e Corp,$4.46 ,,,,,,,
322,AVLIF,Advantage Lithium Corp,$0.19 ,,,,,,,
323,AAVVF,Advantage Oil & Gas Ltd,$1.62 ,,,,,,,
324,ADV,Advantage Solutions Inc,$9.40 ,,,,,,,
325,ANTGF,Advantagewon Oil Corp,$0.01 ,,,,,,,
326,ADTTF,Advantest Corp,$49.32 ,,,,,,,
327,ATEYY,Advantest Corp,$63.29 ,,,,,,,
328,CXRXF,Advanz Pharma Corp Ltd,$5.07 ,,,,,,,
329,CHCR,Advanzeon Solutions Inc,$0.28 ,,,,,,,
330,ADXS,Advaxis Inc,$0.40 ,,,,,,,
331,ADVV,Adveco Group Inc,$1.10 ,,,,,,,
332,AVK,Advent Claymore Convt Security & Income Fund,$14.71 ,,,,,,,
333,AVDWF,Advent-AWI Holdings Inc,$0.85 ,,,,,,,
334,ADVZF,Adventus Mining Corp,$0.73 ,,,,,,,
335,ADVM,Adverum Biotechnologies Inc,$13.40 ,,,,,,,
336,IHUBY,ADVFN PLC,$1.23 ,,,,,,,
337,ADYYF,Adyen NV,"$1,952.00 ",,,,,,,
338,ADYEY,Adyen NV,$38.25 ,,,,,,,
339,ADYX,Adynxx Inc,$0.11 ,,,,,,,
340,AECLF,AECI Ltd,$5.76 ,,,,,,,
341,AECLY,AECI Ltd,$8.00 ,,,,,,,
342,ACM,AECOM,$47.63 ,,,,,,,
343,AEGXF,Aecon Group Inc,$11.85 ,,,,,,,
344,AEDFF,Aedifica SA,$99.87 ,,,,,,,
345,AGZNF,Aegean Airlines SA,$4.54 ,,,,,,,
346,ANWWQ,Aegean Marine Petroleum Network Inc,$0.04 ,,,,,,,
347,AEGR,Aegerion Pharmaceuticals Inc,$1.97 ,,,,,,,
348,AEGN,Aegion Corp,$15.66 ,,,,,,,
349,SCUPF,Aegis Brands Inc.,$0.73 ,,,,,,,
350,AGLE,Aeglea BioTherapeutics Inc,$9.37 ,,,,,,,
351,AEG,Aegon NV,$3.29 ,,,,,,,
352,AEGOF,Aegon NV,$3.31 ,,,,,,,
353,AEHR,Aehr Test Systems,$1.40 ,,,,,,,
354,AMTX,Aemetis Inc,$2.11 ,,,,,,,
355,ANNSF,Aena SME SA,$166.20 ,,,,,,,
356,GRAM,Aenza SAA,$1.99 ,,,,,,,
